caller_phone,callee_phone,timestamp,duration_sec,lat,lon,cell_tower_id
9838263998,9151968751,2024-10-27T11:43:00.000Z,2353,28.839782,73.440777,AS-043690
9885689734,9111495514,2024-10-22T01:42:00.000Z,3369,33.345141,95.25192,ML-022076
9829135573,9140349431,2024-12-22T05:36:00.000Z,3511,30.755742,86.432889,PB-028370
9872911559,9164331842,2024-11-10T10:08:00.000Z,2790,32.975676,87.235689,OR-029227
9846627632,9185969172,2024-05-07T07:28:00.000Z,818,23.421383,86.744242,CG-046011
9892009931,9129577746,2024-04-25T17:59:00.000Z,2116,9.383574,95.392399,KL-030689
9818895416,9194974897,2024-11-15T23:00:00.000Z,879,13.527362,89.806912,GJ-030377
9862776294,9114136503,2024-03-22T05:16:00.000Z,1120,15.890463,82.101829,ML-034921
9834295986,9139290512,2024-10-28T17:04:00.000Z,1170,23.901473,80.9695,UK-005897
9854586444,9150068115,2024-11-10T05:23:00.000Z,622,23.74439,73.606062,PB-036341
9818451917,9129291955,2024-10-28T00:06:00.000Z,2491,25.244833,72.326722,WB-040584
9890017484,9170062068,2024-08-11T17:32:00.000Z,607,14.091813,80.953213,NL-004212
9830725868,9172967405,2024-11-08T05:16:00.000Z,2724,17.556409,85.178081,GJ-038089
9882955217,9191971417,2024-05-06T20:54:00.000Z,347,13.250657,71.674348,AR-029124
9843758584,9111312940,2024-11-07T18:47:00.000Z,1473,25.350204,76.946263,MN-014050
9871196918,9120112978,2024-09-05T02:36:00.000Z,2639,8.350047,81.638874,UP-036602
9846363093,9173608762,2024-01-23T01:01:00.000Z,1809,24.7918,81.019998,JK-045209
9838970294,9118382553,2024-06-05T08:57:00.000Z,3140,18.301337,85.465126,AP-047464
9887583779,9169081334,2024-07-11T00:37:00.000Z,1468,25.730195,84.058845,NL-031013
9831692284,9131224433,2024-02-05T18:34:00.000Z,2754,27.234078,71.193852,GA-014270
9895619180,9189732099,2024-05-08T13:36:00.000Z,2016,32.877657,79.943297,WB-006728
9815195354,9111053273,2024-08-09T03:49:00.000Z,1769,18.414817,73.061553,UK-038683
9897350584,9110593221,2024-09-26T13:37:00.000Z,2045,14.888234,82.161808,DL-015799
9858419868,9180568072,2024-03-11T11:15:00.000Z,2787,25.232224,78.955776,NL-036274
9896024746,9171138195,2024-05-16T13:57:00.000Z,3515,30.490765,87.731592,GJ-032591
9858527116,9149688897,2024-11-26T06:46:00.000Z,2941,9.89721,72.169815,HR-001637
9897897969,9146551981,2024-10-07T06:36:00.000Z,1293,8.574241,90.596493,MP-044110
9821796049,9153637306,2024-12-25T05:58:00.000Z,1951,8.903975,77.175339,AS-028764
9815369997,9143574259,2024-06-13T21:37:00.000Z,3542,34.295763,85.018464,RJ-016743
9813922488,9122639292,2024-10-06T01:39:00.000Z,204,29.534571,70.035759,WB-005411
9882885370,9154630001,2024-02-23T13:20:00.000Z,163,8.014326,78.97213,MH-040270
9824655181,9143543660,2024-09-20T04:06:00.000Z,1614,36.747368,77.865104,WB-042847
9883023453,9153610255,2024-01-17T09:51:00.000Z,1578,16.430968,83.408039,JH-045642
9821278959,9151776376,2024-07-07T06:09:00.000Z,2607,19.80673,82.999101,GJ-004938
9859023439,9187234265,2024-07-28T02:23:00.000Z,2407,26.938006,86.71635,PB-031899
9843366696,9139542232,2024-04-10T04:42:00.000Z,1102,22.44663,89.361606,AP-047203
9877058444,9157697656,2024-04-20T06:51:00.000Z,1236,24.050936,77.596935,CG-040044
9889385292,9176866328,2024-09-08T23:17:00.000Z,890,30.541113,78.90479,PB-024905
9892122694,9180412990,2024-04-12T08:00:00.000Z,3116,23.713358,92.169892,PB-021543
9813608330,9169993353,2024-01-24T10:38:00.000Z,3159,23.117347,83.450901,WB-001763
9813437070,9178112109,2024-12-15T00:49:00.000Z,353,20.37214,85.437175,SK-002042
9860988079,9148515373,2024-01-19T10:46:00.000Z,3589,31.494778,69.818839,AR-003818
9896669973,9135208480,2024-07-31T23:07:00.000Z,1130,33.169453,75.330967,PB-002590
9825675401,9136379165,2024-07-01T12:20:00.000Z,2714,28.920084,90.608211,MZ-015880
9824059330,9176751146,2024-05-12T10:59:00.000Z,492,31.724932,96.108031,WB-017751
9848996594,9119400726,2024-01-01T03:23:00.000Z,3545,27.435788,80.118192,GA-044116
9885408488,9117995280,2024-06-27T03:32:00.000Z,2426,10.153881,81.077114,MH-006057
9836548959,9146398479,2024-12-03T04:20:00.000Z,2037,36.802427,95.925527,AS-022830
9868020228,9154410168,2024-08-04T23:22:00.000Z,3392,8.969065,82.380231,BR-033699
9895449641,9131285650,2024-08-03T21:19:00.000Z,2544,30.022692,78.908347,JK-009548
9890195565,9192568717,2024-04-15T02:21:00.000Z,2039,30.912708,92.123032,TR-008774
9848202139,9193509329,2024-08-26T07:56:00.000Z,1106,12.345492,86.753972,MP-046672
9856768671,9123568547,2024-07-19T07:55:00.000Z,2210,30.24572,78.486117,AP-041183
9899789193,9127290314,2024-09-22T10:46:00.000Z,1571,17.906874,72.428882,NL-030132
9816929887,9140142073,2024-03-09T13:54:00.000Z,3492,35.400419,93.948521,JK-037279
9849621596,9174091003,2024-01-12T05:12:00.000Z,2621,28.880909,69.880971,UP-008171
9893925246,9160597344,2024-07-04T12:28:00.000Z,1581,12.552852,86.368875,UP-000096
9839700019,9156930909,2024-12-25T07:23:00.000Z,3081,31.262333,83.823259,RJ-023479
9881797376,9153608617,2024-09-24T11:28:00.000Z,26,18.35417,70.747357,HR-007979
9875352858,9132559478,2024-03-20T11:45:00.000Z,2976,22.144226,89.07361,DL-039394
9851694131,9112603424,2024-10-03T16:58:00.000Z,3162,31.095216,84.399924,CG-011335
9892397442,9160981843,2024-02-10T00:10:00.000Z,3201,33.699714,86.229501,JH-023991
9880035762,9164823806,2024-06-07T12:47:00.000Z,1182,12.15013,79.191773,KA-016430
9852555834,9163747603,2024-06-28T13:47:00.000Z,894,18.234568,81.199551,GA-035843
9888800263,9171903859,2024-07-22T17:13:00.000Z,2350,16.182791,69.353226,TR-000830
9855265369,9153619638,2024-05-23T19:56:00.000Z,1817,9.541424,91.791096,RJ-037048
9831897380,9163740869,2024-12-26T10:01:00.000Z,351,35.600244,70.056368,OR-005685
9848288534,9110409856,2024-12-17T23:52:00.000Z,3216,35.278692,86.365182,OR-017249
9841295747,9123367603,2024-09-17T03:02:00.000Z,2929,12.946563,80.459705,TR-013288
9897961483,9125539201,2024-07-21T21:26:00.000Z,617,27.551316,93.480176,MZ-048692
9852912161,9112266064,2024-11-13T00:57:00.000Z,117,31.972445,71.388832,PB-046137
9828546506,9187606553,2024-02-26T20:00:00.000Z,2155,32.028191,80.904425,UP-016010
9859583186,9152442499,2024-09-03T10:54:00.000Z,770,22.879395,75.121534,BR-042129
9852346653,9188713966,2024-01-05T11:11:00.000Z,339,23.310718,95.465546,JH-011727
9816011759,9172147540,2024-11-22T01:14:00.000Z,498,36.105689,95.915419,HP-012687
9867382904,9132986623,2024-03-21T17:45:00.000Z,3084,32.678021,86.440882,AR-015981
9854454629,9155018804,2024-05-21T18:27:00.000Z,3582,27.543566,75.416029,PB-023476
9846184334,9163212007,2024-01-18T18:34:00.000Z,2386,9.168364,87.230992,KA-009489
9858668153,9181850354,2024-06-07T21:31:00.000Z,516,23.270102,74.918781,KL-012444
9845949229,9130638990,2024-07-25T19:19:00.000Z,2066,11.275878,83.948235,CG-025381
9880361712,9148385438,2024-02-20T07:05:00.000Z,2638,13.075531,78.460666,MP-011816
9855277372,9176300816,2024-05-16T15:54:00.000Z,1641,27.666029,87.799967,UK-016165
9838402659,9176321745,2024-07-16T23:22:00.000Z,1855,32.388524,76.346531,PB-009670
9876964706,9167753337,2024-10-02T12:04:00.000Z,1155,30.818487,88.411336,GA-008061
9845092848,9117618797,2024-02-02T23:36:00.000Z,158,18.982164,87.630791,WB-001487
9825840108,9159424267,2024-12-13T20:48:00.000Z,962,31.842608,89.003871,AS-010862
9820294487,9196154182,2024-07-02T18:57:00.000Z,170,22.292804,83.856571,GJ-044873
9882713592,9157230585,2024-04-25T04:58:00.000Z,935,25.046926,72.389773,ML-029290
9834482154,9177754134,2024-08-07T14:37:00.000Z,1591,20.750682,91.057294,TR-037198
9875372951,9176043536,2024-01-25T03:58:00.000Z,3071,13.037094,86.767203,GJ-024897
9822388077,9127898986,2024-04-27T02:50:00.000Z,3167,14.178148,79.226598,HP-018898
9877609724,9121808977,2024-01-13T07:37:00.000Z,1267,32.817799,71.392404,MZ-018602
9867518986,9130388702,2024-10-19T18:41:00.000Z,2707,26.659969,95.736309,UP-016701
9825858768,9199162383,2024-03-20T18:13:00.000Z,1118,32.207265,69.981746,UK-048724
9895464392,9191034297,2024-05-06T23:40:00.000Z,3470,9.405091,86.843589,RJ-018409
9888298291,9170869763,2024-02-14T06:51:00.000Z,3552,21.778298,87.679787,AS-030028
9891118421,9191156259,2024-03-14T04:07:00.000Z,292,25.809439,76.69858,WB-043917
9849726333,9195956490,2024-05-09T19:52:00.000Z,2535,8.380453,72.162285,BR-007920
9833916130,9198927004,2024-11-19T22:17:00.000Z,890,22.106411,81.18992,MP-018135
9871731552,9164661975,2024-12-06T08:43:00.000Z,2156,19.844863,83.289002,HR-049080
9860443769,9169029796,2024-03-24T09:26:00.000Z,1550,20.960549,76.18206,UP-027648
9834961880,9136277017,2024-02-19T05:15:00.000Z,3537,29.560105,73.205829,OR-011356
9899385995,9124270091,2024-03-20T09:12:00.000Z,3531,24.606814,96.24398,MP-044779
9840369830,9142562789,2024-03-15T03:02:00.000Z,1497,8.136353,96.616744,WB-002117
9833282169,9118895721,2024-10-04T13:49:00.000Z,586,29.443665,70.490155,TS-004625
9811833883,9130545754,2024-04-05T03:29:00.000Z,1935,20.953587,73.907649,BR-021652
9850767770,9170515256,2024-05-23T13:26:00.000Z,363,13.925932,75.799763,OR-022853
9895696909,9142972468,2024-01-26T15:38:00.000Z,1174,17.261638,70.201368,NL-039911
9813672728,9172249173,2024-12-25T02:02:00.000Z,405,19.504155,93.845378,PB-042239
9841666448,9194086667,2024-05-15T05:13:00.000Z,402,30.375537,95.718956,JH-026325
9897720164,9130684083,2024-03-25T04:43:00.000Z,537,33.93964,83.087978,AP-014675
9839839739,9152546609,2024-02-14T15:13:00.000Z,111,15.78065,83.553781,RJ-025642
9876867545,9192137166,2024-09-19T09:18:00.000Z,3596,30.761068,72.848921,AS-009669
9854167129,9154911231,2024-06-08T21:19:00.000Z,48,34.047145,73.259446,KA-020136
9896793896,9110856939,2024-09-21T17:23:00.000Z,3552,26.778914,80.321319,AR-002824
9836116526,9189446254,2024-12-21T09:57:00.000Z,3271,13.592282,73.817679,MP-020285
9893674919,9196316034,2024-11-21T11:47:00.000Z,485,17.507004,96.55408,MP-000673
9848328940,9199061200,2024-09-10T14:38:00.000Z,3215,16.314949,88.680734,SK-020677
9832426793,9192997435,2024-11-20T20:59:00.000Z,144,22.343633,81.010927,ML-010704
9872075044,9189314630,2024-02-08T01:17:00.000Z,423,10.764891,88.739282,JH-013203
9863256240,9184527709,2024-06-18T19:03:00.000Z,1685,17.278718,74.174309,MZ-008576
9825438793,9132798929,2024-12-14T16:54:00.000Z,653,24.097725,87.339232,JK-036062
9824067319,9141752631,2024-11-21T14:20:00.000Z,2654,16.696304,76.407435,DL-047571
9833654730,9169303889,2024-01-28T03:10:00.000Z,34,17.758405,89.424668,SK-002017
9892946949,9140442436,2024-06-18T01:50:00.000Z,1040,9.214483,81.663352,MN-007427
9856493608,9144758561,2024-09-24T08:25:00.000Z,1836,23.343646,82.012436,AS-014707
9838135391,9195310457,2024-07-28T08:00:00.000Z,2458,18.526667,88.623008,CG-027859
9840415942,9165868045,2024-03-04T08:37:00.000Z,1081,23.063602,85.45816,UP-037632
9879270088,9140244452,2024-09-04T23:44:00.000Z,2720,12.920038,70.25493,MZ-010802
9884443145,9185596110,2024-06-20T20:54:00.000Z,3524,30.374839,84.522568,UP-003393
9822589130,9130371120,2024-07-20T02:03:00.000Z,490,25.712928,76.940651,UK-009246
9867829941,9175026587,2024-08-17T14:06:00.000Z,682,32.392236,96.738078,MN-022349
9828478927,9198773474,2024-07-04T04:17:00.000Z,2644,24.496692,77.769456,BR-027328
9856430460,9175454447,2024-05-25T15:12:00.000Z,1678,14.909143,84.538425,KL-025436
9843459878,9128798035,2024-01-11T22:01:00.000Z,1651,22.027514,96.842069,RJ-026384
9866998852,9128890981,2024-10-20T21:48:00.000Z,3522,25.219093,76.635384,WB-010569
9823997645,9195366944,2024-04-08T17:22:00.000Z,2582,33.72372,76.017651,MH-024851
9875746938,9157551287,2024-12-05T23:19:00.000Z,876,16.928402,94.117922,RJ-022814
9892106018,9181576650,2024-11-02T07:03:00.000Z,2230,24.743429,80.659131,RJ-017427
9862624850,9129101297,2024-05-03T02:23:00.000Z,361,14.198269,73.655182,AS-021301
9854327918,9111757577,2024-08-01T08:31:00.000Z,2288,11.634384,86.550692,KA-035840
9866329898,9153606618,2024-06-02T16:58:00.000Z,3199,22.318649,92.421597,UK-002401
9815967439,9139324991,2024-07-23T23:35:00.000Z,1674,24.466619,94.234139,DL-012935
9885448839,9133747322,2024-03-15T05:07:00.000Z,1109,24.017407,77.93681,UP-037720
9856871853,9114387925,2024-12-08T01:20:00.000Z,2327,25.399803,82.873107,PB-046768
9898698200,9138469366,2024-05-25T14:14:00.000Z,3192,20.4514,86.962973,ML-005576
9887457424,9180576322,2024-09-14T22:17:00.000Z,204,33.083061,96.840086,HR-031612
9831531324,9129230158,2024-04-06T01:22:00.000Z,842,36.585024,74.227829,NL-039517
9850664073,9166703412,2024-01-01T04:25:00.000Z,882,12.429944,71.857033,MP-011982
9852182650,9152498863,2024-10-20T16:03:00.000Z,908,10.220146,90.125719,AR-015763
9839483924,9143885616,2024-01-13T12:44:00.000Z,3369,15.193183,90.857158,HR-017987
9839270082,9125464127,2024-02-10T06:53:00.000Z,2847,24.325679,77.471588,RJ-045577
9827427255,9154869962,2024-06-03T03:45:00.000Z,1629,36.796969,79.566808,JH-023738
9820810525,9110814741,2024-05-31T21:19:00.000Z,2534,27.723794,89.641941,AP-023152
9825299159,9180592443,2024-08-26T02:39:00.000Z,2416,21.647338,93.749981,WB-011841
9892513663,9183969434,2024-08-13T08:35:00.000Z,80,25.470589,71.201561,KL-002993
9872013239,9129462318,2024-12-03T03:42:00.000Z,778,20.669691,70.205768,KA-025406
9868030109,9136484029,2024-12-07T23:29:00.000Z,2067,23.928945,69.029549,MN-021611
9888335807,9198927827,2024-08-11T22:05:00.000Z,3227,33.91827,87.215707,GA-047361
9890152900,9177825124,2024-07-07T12:32:00.000Z,1708,12.011892,94.635949,TR-006835
9858322778,9168860970,2024-08-21T01:39:00.000Z,2517,31.400634,92.400248,TS-020317
9815194711,9162917387,2024-09-09T02:54:00.000Z,1987,19.589132,89.807558,HR-037560
9841219807,9110815676,2024-07-18T20:02:00.000Z,1519,17.816987,96.281602,MZ-007671
9893211705,9172061686,2024-10-07T19:14:00.000Z,2498,12.79471,94.133824,MN-045802
9871601098,9188676127,2024-06-09T18:53:00.000Z,1389,24.58486,71.90873,TS-022500
9840738635,9155457226,2024-06-09T22:27:00.000Z,3112,22.396645,90.355491,MZ-049202
9845973178,9150099517,2024-04-24T16:00:00.000Z,1858,14.227559,68.571406,MN-005775
9890457744,9145732201,2024-11-25T11:18:00.000Z,1046,32.301325,77.772689,MZ-022235
9888833108,9170924728,2024-09-21T00:41:00.000Z,2962,14.416144,96.492312,JH-008935
9880475003,9132046608,2024-08-11T20:54:00.000Z,1547,29.741498,85.057175,MZ-046329
9852910937,9186857812,2024-08-15T23:27:00.000Z,305,24.942926,79.39753,NL-009100
9865735331,9151630477,2024-01-12T11:11:00.000Z,2402,15.204198,74.643657,MH-019415
9890646467,9115072685,2024-07-01T13:35:00.000Z,611,28.563256,94.971202,JH-043286
9890527453,9151489324,2024-05-04T08:02:00.000Z,2162,20.758814,88.936791,TN-010798
9821200413,9154639321,2024-07-24T10:42:00.000Z,3366,29.11743,96.533121,AR-032907
9883524000,9185902220,2024-02-24T00:58:00.000Z,1411,36.358928,70.336751,AR-003459
9846815159,9187704707,2024-09-13T13:30:00.000Z,419,31.305819,73.326196,CG-008948
9865391480,9133605702,2024-06-20T02:17:00.000Z,2169,19.528449,71.997512,MP-021117
9820800496,9188332859,2024-06-08T00:12:00.000Z,2519,35.90521,77.397745,TN-043580
9832743367,9154920530,2024-07-27T16:34:00.000Z,2845,21.982434,78.080226,KL-013352
9819905859,9173924711,2024-03-15T19:31:00.000Z,697,12.538507,95.145418,PB-012954
9830602777,9185652141,2024-01-22T01:19:00.000Z,1980,19.911032,72.290025,TS-030439
9825209154,9116448155,2024-06-17T15:28:00.000Z,1891,21.898729,84.720099,MP-020771
9889384672,9138920369,2024-03-26T03:10:00.000Z,2268,21.969397,81.557797,AS-048107
9830072593,9149740056,2024-03-24T08:16:00.000Z,179,32.826405,82.513418,KA-037650
9884725602,9128314049,2024-06-24T00:02:00.000Z,3231,23.112454,78.472396,NL-041688
9814641712,9112574586,2024-02-08T13:52:00.000Z,2397,21.092726,77.762127,GA-006613
9895745909,9163651242,2024-10-16T03:21:00.000Z,3048,22.876867,77.042625,WB-022315
9865953153,9116351985,2024-09-08T03:36:00.000Z,392,12.597329,95.914134,JK-020342
9838615174,9161415497,2024-11-08T16:11:00.000Z,234,24.498463,83.613744,OR-019360
9894809528,9124217464,2024-02-11T19:45:00.000Z,3139,17.033595,75.304423,SK-030603
9882052166,9145112843,2024-12-04T19:50:00.000Z,939,21.831307,70.79576,WB-006133
9895842745,9162654418,2024-09-05T03:22:00.000Z,1128,13.804214,74.8626,MH-026875
9838191913,9175734810,2024-04-07T04:58:00.000Z,2329,8.655135,88.794583,AP-003858
9882748102,9139670623,2024-02-24T20:23:00.000Z,1589,35.016857,95.928055,MZ-039225
9828411016,9169645884,2024-09-01T21:02:00.000Z,3191,21.75206,77.422291,SK-004699
9862819815,9193403750,2024-04-17T07:10:00.000Z,2479,12.989458,68.336928,MN-020074
9868512025,9179578862,2024-04-27T10:56:00.000Z,1745,34.930373,77.63716,DL-041884
9844014612,9131828702,2024-02-01T21:00:00.000Z,352,28.374146,79.941105,AR-049886
9815157770,9135886961,2024-04-25T01:04:00.000Z,351,33.621605,73.343519,NL-048146
9844346408,9178258306,2024-09-01T05:43:00.000Z,3514,33.0778,72.407216,RJ-036831
9867582952,9121780007,2024-11-27T14:04:00.000Z,2893,10.627153,76.592889,WB-048187
9879381902,9168161745,2024-05-06T05:12:00.000Z,64,28.929904,86.724943,MH-045367
9868713430,9142065949,2024-04-21T19:31:00.000Z,2055,27.568815,90.038365,BR-007045
9881651506,9145313948,2024-11-21T06:08:00.000Z,31,27.639069,73.36619,HP-040044
9890616373,9160382277,2024-09-26T03:00:00.000Z,154,23.532824,84.89368,SK-043149
9864339105,9194221842,2024-11-16T10:24:00.000Z,3385,8.112186,74.601275,BR-005411
9857872356,9126501429,2024-09-11T20:00:00.000Z,1933,21.465892,70.12316,TR-047657
9895674935,9188361056,2024-09-22T10:36:00.000Z,934,32.256595,81.329847,HP-009234
9846168418,9163514402,2024-05-05T13:28:00.000Z,2035,23.571684,69.972496,KA-037095
9834806173,9155608973,2024-12-10T14:18:00.000Z,865,19.996427,90.51978,HP-030552
9860725719,9185834351,2024-08-13T19:52:00.000Z,2922,15.618361,75.396768,MP-010074
9835209333,9171283056,2024-11-16T08:40:00.000Z,8,19.069838,97.143387,MN-005659
9835573709,9175741124,2024-06-04T13:03:00.000Z,1452,34.979191,93.273173,UP-048801
9867716711,9121753091,2024-08-27T12:46:00.000Z,2471,26.926343,82.094694,TN-001427
9835495967,9117017016,2024-06-12T17:32:00.000Z,585,23.718588,83.314821,MZ-024384
9851798321,9192443529,2024-03-05T21:56:00.000Z,3353,21.568247,84.365163,TR-047859
9886337416,9172720342,2024-06-30T23:27:00.000Z,1082,12.553287,94.947259,UK-043945
9831479885,9167664881,2024-11-06T11:50:00.000Z,1979,9.286295,96.869476,SK-023242
9882260581,9133474210,2024-05-20T04:02:00.000Z,920,14.986239,75.86295,UK-011854
9828442404,9160809821,2024-02-03T14:31:00.000Z,2213,35.343626,81.906505,DL-048147
9859067264,9156703417,2024-05-24T00:51:00.000Z,3338,34.416239,83.779055,MZ-010086
9860947511,9189619006,2024-02-12T00:18:00.000Z,2890,35.307934,86.68631,MP-035121
9869418476,9185600794,2024-01-07T05:52:00.000Z,1637,16.667977,82.535727,OR-019701
9845165985,9194717914,2024-12-05T01:05:00.000Z,3316,10.783281,82.245873,SK-004131
9847966191,9149875045,2024-06-20T09:22:00.000Z,1153,25.437514,73.059417,WB-043269
9830211376,9178830516,2024-04-08T09:19:00.000Z,2932,13.10874,91.806062,MH-026501
9875274401,9126869807,2024-10-25T04:40:00.000Z,3580,26.288047,74.501945,UP-004190
9811271165,9185038356,2024-02-21T20:18:00.000Z,220,33.923496,96.845206,MZ-028963
9821555807,9175640532,2024-12-28T14:19:00.000Z,115,32.178605,87.871264,SK-015245
9897186816,9153652187,2024-03-15T12:17:00.000Z,6,31.90036,70.779888,RJ-003985
9894806453,9193945954,2024-02-13T06:45:00.000Z,1053,22.901416,84.035616,OR-024078
9894035260,9163403339,2024-08-21T00:06:00.000Z,867,36.455184,76.606225,AS-001352
9866475683,9118816965,2024-05-13T12:17:00.000Z,1279,9.33403,77.175144,GJ-003230
9839696950,9116717156,2024-05-03T09:43:00.000Z,2271,36.734084,75.999752,PB-035229
9826585395,9164069374,2024-09-28T12:21:00.000Z,240,19.653735,81.714874,JK-011664
9847711675,9198459153,2024-05-11T05:00:00.000Z,548,29.831678,80.128043,BR-027889
9833850999,9135012388,2024-03-27T04:41:00.000Z,3380,32.264759,92.288377,KL-040845
9830594478,9120338134,2024-12-09T11:15:00.000Z,1520,35.706604,92.131883,JK-011673
9857592999,9144247312,2024-10-01T13:52:00.000Z,1169,20.651887,77.310822,NL-038435
9855621613,9196194961,2024-03-27T09:39:00.000Z,453,19.0007,75.174034,ML-035721
9863222996,9147271003,2024-06-17T02:26:00.000Z,1362,27.726796,71.963513,WB-023512
9883409695,9170557928,2024-10-23T13:00:00.000Z,3395,33.364783,83.495938,MH-011756
9855444556,9190905984,2024-08-13T09:29:00.000Z,2761,15.577103,77.959526,AR-012857
9837588567,9159967853,2024-07-02T02:04:00.000Z,2289,9.143188,84.778956,DL-031312
9843485995,9188778582,2024-06-24T06:19:00.000Z,2908,22.603393,97.486572,HR-025269
9838393174,9173396996,2024-02-10T06:44:00.000Z,1163,19.461139,76.113021,UK-032095
9890885970,9156494481,2024-12-17T01:28:00.000Z,2525,29.459907,91.480146,AP-004533
9894964728,9147680922,2024-11-25T18:53:00.000Z,2645,10.998506,93.824324,TN-008770
9863700373,9196894112,2024-01-01T16:47:00.000Z,1019,27.131853,95.357305,PB-000008
9819186635,9192651723,2024-03-20T21:10:00.000Z,500,28.912934,78.007778,MN-029799
9840906665,9197531061,2024-09-20T06:55:00.000Z,2730,14.438718,80.004014,KA-044054
9867924549,9142836301,2024-12-25T13:00:00.000Z,2263,23.092924,78.259107,BR-046407
9861322653,9178052060,2024-10-06T02:50:00.000Z,112,25.499785,70.813651,UK-049574
9892327494,9159052148,2024-09-16T20:16:00.000Z,1828,21.418823,78.442682,UK-043827
9882467639,9166051073,2024-01-03T08:37:00.000Z,2318,10.355445,68.74801,JH-021253
9831293465,9131880521,2024-11-01T04:15:00.000Z,2643,32.688442,82.772601,WB-034227
9818774895,9186063407,2024-11-19T04:27:00.000Z,3220,34.058431,88.887661,MP-028231
9834365353,9157808801,2024-09-19T18:31:00.000Z,2121,15.149533,82.759633,AP-030268
9861112243,9163570844,2024-10-28T09:28:00.000Z,2697,29.348655,89.742716,AS-005426
9849028523,9137290191,2024-01-14T04:56:00.000Z,2643,25.461182,97.03609,KL-004837
9853580231,9134363407,2024-12-17T21:50:00.000Z,781,19.44616,80.647248,NL-028529
9873605539,9153028086,2024-03-24T05:10:00.000Z,45,35.667374,71.131753,JH-007762
9832608778,9144397893,2024-08-11T00:36:00.000Z,3390,33.479054,94.346475,BR-031369
9855723559,9125675269,2024-04-09T15:08:00.000Z,1423,26.778052,69.309795,GA-026354
9872174945,9196096900,2024-01-15T02:12:00.000Z,2857,24.040207,81.663007,MH-013164
9891526726,9143293444,2024-01-20T16:47:00.000Z,2766,19.03407,85.174558,UK-044356
9891785141,9190815064,2024-08-17T12:35:00.000Z,2632,11.219796,92.606367,MN-024535
9877974261,9135833159,2024-07-07T21:37:00.000Z,1438,31.753042,79.697808,HR-023922
9818601223,9138857427,2024-04-08T04:11:00.000Z,173,18.934489,79.999651,HR-027402
9827526870,9114952116,2024-06-04T01:36:00.000Z,2935,9.184014,70.339379,TR-026514
9813896694,9184657102,2024-04-21T20:56:00.000Z,292,28.136057,90.470943,CG-019229
9897678183,9199543696,2024-10-23T12:20:00.000Z,1858,33.532482,69.676133,DL-029838
9820458646,9128377881,2024-09-10T16:18:00.000Z,1955,24.726546,73.785218,MZ-035393
9875728839,9182778176,2024-10-25T18:42:00.000Z,2404,21.679146,79.205807,DL-008259
9857948097,9144071079,2024-02-21T03:07:00.000Z,2583,30.058612,96.246107,TN-001078
9862530007,9145995791,2024-08-28T12:28:00.000Z,533,22.710896,77.736999,CG-042087
9885427844,9120734706,2024-10-09T04:52:00.000Z,2784,9.96891,90.554854,BR-013701
9857565814,9171672068,2024-11-26T09:07:00.000Z,79,36.510933,85.332003,KA-043972
9856158107,9118150819,2024-07-13T03:26:00.000Z,2969,26.853586,77.134164,MH-018442
9859276244,9114386504,2024-07-11T09:32:00.000Z,3369,23.033742,81.377583,OR-014218
9895535428,9199436342,2024-10-02T13:10:00.000Z,3268,30.5884,94.453951,NL-028665
9882863447,9181889816,2024-10-13T02:55:00.000Z,2168,16.637224,74.372431,HP-012919
9892649696,9127987640,2024-06-03T14:46:00.000Z,1422,11.637553,71.942263,JH-020570
9872309789,9156977339,2024-05-23T19:09:00.000Z,3531,23.343825,73.222565,UK-034183
9816982155,9167394081,2024-12-17T23:37:00.000Z,63,18.436019,70.417307,MP-000625
9883256348,9175821950,2024-03-23T07:11:00.000Z,529,33.970254,76.706119,WB-038307
9870494052,9178565552,2024-06-13T02:10:00.000Z,3027,11.347955,96.676934,AS-041892
9860949867,9167258724,2024-10-02T11:02:00.000Z,844,16.0226,85.608792,UK-042136
9885134582,9188543293,2024-07-02T06:55:00.000Z,3163,11.242239,88.208913,KL-030084
9822745630,9173312256,2024-01-28T06:43:00.000Z,3592,28.724213,86.658315,TS-023522
9815893823,9142897746,2024-05-01T14:34:00.000Z,307,24.832843,74.372146,HR-046667
9857448943,9157946233,2024-11-26T06:35:00.000Z,383,13.350614,70.787204,MZ-007836
9826239014,9141587381,2024-09-08T02:30:00.000Z,18,16.94756,76.560467,WB-029609
9873375986,9152399816,2024-06-18T08:06:00.000Z,3490,11.520014,93.020641,JK-035968
9861949218,9134866077,2024-05-03T03:51:00.000Z,2340,11.416832,93.116351,OR-019014
9855957629,9138662661,2024-09-02T00:36:00.000Z,3180,9.024914,95.01093,BR-024946
9868185839,9137312211,2024-11-16T21:01:00.000Z,51,16.983944,92.770501,PB-040634
9829164250,9163604564,2024-10-13T19:35:00.000Z,482,9.94641,68.63206,MN-013109
9863144763,9193050184,2024-01-28T02:21:00.000Z,1999,28.048852,82.412952,BR-031095
9811516833,9171987182,2024-06-26T17:31:00.000Z,3506,27.197522,93.521238,MN-025862
9889200683,9185249145,2024-04-23T12:03:00.000Z,2180,24.808449,76.133403,HP-003492
9866021317,9195026492,2024-12-17T08:51:00.000Z,3477,17.496345,73.842907,AS-015356
9878047107,9139343375,2024-06-07T22:43:00.000Z,2357,35.63654,83.148664,MH-033771
