phone,name,reported_loss,complaint_date
9196402124,"Gopal Naidu",979503,2024-04-30
9199072123,"Ajay Jain",3953672,2024-01-06
9116531030,"Lata Choudhary",2795916,2024-12-10
9141504464,"Ajay Choudhary",2485238,2024-05-21
9115914985,"Suresh Agarwal",2778534,2024-05-16
9160883772,"Ravi Jain",3605646,2024-12-06
9156450991,"Lata Choudhary",3391194,2024-10-20
9129476262,"Sita Gandhi",2001767,2024-08-02
9120926370,"Shyam Agarwal",3750234,2024-11-15
9130191844,"Mohan Hegde",3160344,2024-05-19
9172969570,"Kamla Hegde",1258165,2024-10-12
9185262049,"Uma Choudhary",4130352,2024-10-17
9120696482,"Uma Lal",2243618,2024-05-16
9175800426,"Ramesh Kapoor",3635623,2024-01-26
9136365392,"Suresh Agarwal",4126394,2024-11-19
9183004909,"Mohan Bansal",4364056,2024-11-26
9182520471,"Ramesh Gandhi",2187434,2024-09-24
9135477811,"Sita Hegde",2491352,2024-09-19
9177798185,"Rita Gandhi",420178,2024-08-27
9189347711,"Sunil Naidu",618047,2024-09-14
9171266777,"Shyam Bansal",2620839,2024-04-10
9119562345,"Gopal Agarwal",4386932,2024-11-11
9123662958,"Uma Mukherjee",2733134,2024-07-24
9175609095,"Rita Jain",4676118,2024-05-06
9125122149,"Ajay Bansal",3871234,2024-10-05
9178990644,"Sunil Lal",4059758,2024-01-12
9136698700,"Anita Jain",598190,2024-01-01
9169346800,"Ramesh Roy",3223191,2024-09-06
9180161162,"Sita Kapoor",2065150,2024-10-14
9180418281,"Uma Dubey",2163469,2024-12-09
9138867006,"Shyam Kapoor",2364629,2024-08-21
9158720512,"Rita Agarwal",2814540,2024-07-10
9172669388,"Ajay Jain",978350,2024-08-25
9178987044,"Gopal Bansal",2353578,2024-03-11
9139855121,"Sunil Mukherjee",1238796,2024-07-10
9155825287,"Sita Bansal",163537,2024-07-18
9162716239,"Lata Hegde",4925588,2024-09-11
9110244422,"Sita Qureshi",682839,2024-07-31
9115729924,"Ramesh Iyer",2025136,2024-09-16
9174041608,"Gopal Bansal",1220287,2024-07-02
9161054862,"Kamla Bansal",3463648,2024-06-23
9144310428,"Vijay Kapoor",4440046,2024-11-21
9127079471,"Lata Dubey",3921255,2024-07-10
9133103676,"Rita Kapoor",2873502,2024-05-08
9111903694,"Suresh Lal",4679225,2024-11-22
9181491577,"Mohan Iyer",1602291,2024-12-05
9136090818,"Lata Dubey",1987310,2024-03-20
9153975760,"Ajay Agarwal",4731848,2024-10-22
9124723538,"Vijay Lal",1626958,2024-02-17
9123002551,"Gopal Iyer",549412,2024-06-27
9191351993,"Kamla Lal",1721232,2024-02-22
9169853122,"Gopal Qureshi",406616,2024-03-04
9166902449,"Ramesh Dubey",4109006,2024-06-10
9194825309,"Ravi Kapoor",3213696,2024-05-26
9156552837,"Suresh Kapoor",4336846,2024-08-15
9146977944,"Lata Choudhary",169857,2024-09-14
9181969075,"Ravi Qureshi",931155,2024-03-10
9174927664,"Sita Lal",3835925,2024-04-02
9158928136,"Ajay Bansal",2439055,2024-12-09
9132044062,"Anita Iyer",1010390,2024-07-27
9179745434,"Sita Hegde",2915197,2024-01-14
9185617612,"Rita Mukherjee",1239571,2024-05-01
9118553245,"Ravi Agarwal",2652424,2024-03-02
9183400709,"Sunil Pandey",4060893,2024-02-05
9140223080,"Ajay Naidu",2041089,2024-01-08
9157698654,"Gopal Bansal",4240441,2024-06-14
9144405753,"Ramesh Qureshi",2083293,2024-08-01
9146760618,"Anita Jain",2519359,2024-09-02
9120643378,"Ravi Agarwal",2620712,2024-03-31
9158060301,"Shyam Choudhary",4449553,2024-06-07
9166901825,"Ravi Choudhary",3613622,2024-06-10
9154467445,"Vijay Jain",3495431,2024-10-01
9122175029,"Sita Jain",3072562,2024-01-17
9125069750,"Gopal Mukherjee",2826203,2024-08-26
9165392345,"Uma Kapoor",3773419,2024-08-15
9172885771,"Vijay Choudhary",3790854,2024-07-01
9125667637,"Lata Mukherjee",3429326,2024-01-04
9196454568,"Shyam Roy",3779822,2024-05-31
9125414809,"Mohan Iyer",4786240,2024-12-19
9199900165,"Mohan Hegde",3421238,2024-02-02
9166605732,"Anita Roy",3028413,2024-06-13
9180545613,"Ramesh Gandhi",394576,2024-12-19
9182947411,"Rita Bansal",859078,2024-05-14
9184921329,"Lata Choudhary",1288585,2024-02-19
9167076830,"Shyam Dubey",652464,2024-07-11
9128479345,"Kamla Lal",333080,2024-04-19
9187181401,"Lata Roy",4280692,2024-12-10
9127372245,"Rita Lal",2568729,2024-03-07
9169790868,"Uma Dubey",2370366,2024-01-20
9119398220,"Gopal Hegde",2062578,2024-05-11
9171672543,"Vijay Iyer",1195004,2024-07-21
9137703025,"Kamla Gandhi",3746799,2024-02-01
9143768168,"Vijay Choudhary",156255,2024-04-15
9166419327,"Mohan Jain",4146098,2024-11-07
9179572010,"Uma Kapoor",305794,2024-06-14
9182665293,"Shyam Mukherjee",3532360,2024-10-27
9151544728,"Suresh Qureshi",4948554,2024-08-04
9177594266,"Lata Iyer",51974,2024-05-15
9134541574,"Gopal Jain",4155827,2024-04-10
9170550670,"Sita Lal",1969652,2024-01-03
9131028465,"Ramesh Lal",3152538,2024-02-16
9190319031,"Shyam Dubey",1732497,2024-12-09
9127667438,"Uma Lal",3177311,2024-12-17
9187849825,"Suresh Qureshi",3373514,2024-05-23
9125191502,"Shyam Kapoor",3816843,2024-05-06
9150279453,"Sita Gandhi",4339631,2024-06-13
9168302476,"Sita Dubey",1431874,2024-12-23
9199767472,"Mohan Agarwal",2729406,2024-07-23
9199274040,"Kamla Lal",2532928,2024-05-22
9119303773,"Shyam Roy",2225222,2024-03-07
9167269956,"Kamla Jain",4137878,2024-06-03
9141403133,"Mohan Iyer",3486051,2024-04-24
9145249223,"Sunil Jain",4107858,2024-01-19
9151008773,"Vijay Hegde",737099,2024-05-17
9194387220,"Lata Pandey",4667691,2024-03-21
9144442048,"Vijay Roy",4887542,2024-09-04
9191987624,"Kamla Jain",3712767,2024-01-15
9186025255,"Suresh Naidu",1147710,2024-04-15
9130100051,"Suresh Dubey",3084546,2024-08-18
9119098536,"Anita Dubey",79006,2024-08-07
9194244904,"Shyam Iyer",1833330,2024-11-01
9136577414,"Lata Qureshi",762921,2024-08-02
9110246481,"Lata Pandey",3616466,2024-01-10
9158008921,"Gopal Kapoor",3887766,2024-11-06
9115712062,"Vijay Bansal",175192,2024-03-16
9182993222,"Sita Qureshi",4230491,2024-08-02
9152116388,"Gopal Roy",3319531,2024-01-12
9132965021,"Lata Roy",3208915,2024-09-05
9141277977,"Kamla Jain",3837310,2024-11-12
9188646418,"Lata Mukherjee",2539209,2024-03-23
9141107580,"Shyam Lal",3673448,2024-05-13
9173123639,"Vijay Pandey",1238000,2024-03-11
9136284447,"Rita Bansal",1895494,2024-04-03
9178503335,"Ajay Gandhi",3687885,2024-05-03
9192315273,"Uma Kapoor",4164162,2024-04-10
9128183404,"Shyam Pandey",1480551,2024-06-08
9131349794,"Sita Choudhary",3056174,2024-03-22
9198455628,"Vijay Jain",3891113,2024-10-09
9196166912,"Anita Lal",4114422,2024-07-13
9189490462,"Gopal Qureshi",3936614,2024-10-14
9168158519,"Ramesh Kapoor",926638,2024-08-07
9129864127,"Lata Agarwal",1620503,2024-06-07
9137688255,"Vijay Gandhi",2944058,2024-05-04
9194459754,"Rita Agarwal",4516685,2024-12-02
9124798517,"Kamla Hegde",252009,2024-02-06
9141807345,"Ajay Naidu",175507,2024-02-24
9150763404,"Kamla Agarwal",1295023,2024-08-04
9146516772,"Mohan Bansal",94750,2024-11-27
9188379854,"Kamla Iyer",1096534,2024-07-07
9111410067,"Vijay Iyer",1846651,2024-04-03
9126196366,"Sita Choudhary",2787992,2024-12-14
9122146150,"Suresh Dubey",1365660,2024-07-10
9141925974,"Kamla Iyer",3760132,2024-05-16
9119341693,"Lata Roy",1013894,2024-05-01
9130461321,"Vijay Jain",1269623,2024-02-03
9176732488,"Ravi Naidu",37769,2024-05-08
9179840730,"Uma Bansal",2436219,2024-10-25
9146184311,"Vijay Qureshi",785555,2024-03-06
9193332446,"Mohan Iyer",2507562,2024-02-24
9195383339,"Uma Pandey",3707460,2024-01-21
9119591169,"Kamla Kapoor",2193046,2024-11-17
9136159231,"Suresh Hegde",4685065,2024-10-08
9155532762,"Sita Roy",1598693,2024-06-14
9157592928,"Lata Roy",3164170,2024-02-01
9188320363,"Vijay Jain",836446,2024-06-09
9168240666,"Vijay Agarwal",1962579,2024-08-26
9136231083,"Mohan Naidu",3907782,2024-02-09
9151553093,"Lata Choudhary",185191,2024-10-06
9126724698,"Anita Dubey",4287790,2024-09-30
9160019725,"Anita Qureshi",530569,2024-05-26
9198462991,"Lata Dubey",3843149,2024-01-10
9141940539,"Kamla Pandey",2174689,2024-09-10
9165741005,"Ramesh Pandey",491811,2024-08-25
9192690396,"Uma Pandey",3413803,2024-05-05
9189264079,"Mohan Lal",534675,2024-09-23
9142388770,"Ajay Qureshi",1594566,2024-12-09
9188757685,"Kamla Naidu",4012724,2024-03-26
9124114458,"Ajay Qureshi",2678326,2024-05-07
9168831891,"Gopal Pandey",1969633,2024-04-08
9163695019,"Ravi Qureshi",3810324,2024-02-15
9155211778,"Kamla Kapoor",1335395,2024-07-09
9145405359,"Uma Jain",3946847,2024-05-25
9182458470,"Sunil Agarwal",2261138,2024-06-24
9115496775,"Sita Agarwal",1702873,2024-05-19
9183125343,"Mohan Lal",3796035,2024-09-14
9122375187,"Sunil Dubey",2946175,2024-01-07
9131771345,"Gopal Dubey",2803985,2024-12-12
9197323546,"Sunil Pandey",2717074,2024-07-11
9187028002,"Suresh Lal",493582,2024-12-26
9182689385,"Mohan Pandey",148945,2024-10-03
9141746803,"Kamla Jain",309917,2024-06-04
9157572279,"Mohan Pandey",3953156,2024-08-17
9123674771,"Anita Bansal",1839646,2024-05-15
9129853120,"Ravi Gandhi",4540168,2024-02-16
9111015865,"Ajay Pandey",4613748,2024-03-27
9172505892,"Ramesh Qureshi",1023178,2024-04-02
9126011012,"Mohan Roy",4976885,2024-07-18
9186495559,"Gopal Gandhi",1718373,2024-02-13
9186808849,"Mohan Lal",2665471,2024-04-08
9189439509,"Rita Pandey",1564296,2024-09-09
9124828247,"Anita Qureshi",388296,2024-12-08
9199854176,"Ajay Qureshi",2706087,2024-04-19
9136160675,"Anita Hegde",842602,2024-02-10
9138783977,"Anita Hegde",4594817,2024-08-20
9177618574,"Sita Gandhi",4473328,2024-05-19
9150528013,"Vijay Naidu",4227265,2024-10-31
9123707096,"Anita Jain",2252669,2024-06-24
9124421911,"Rita Qureshi",1842460,2024-07-21
9188150221,"Ravi Qureshi",1127729,2024-06-10
9134823172,"Mohan Agarwal",4240512,2024-03-01
9167304928,"Shyam Roy",1713043,2024-08-21
9173282267,"Suresh Bansal",788608,2024-07-04
9145196534,"Ajay Agarwal",2506025,2024-09-24
9118753521,"Suresh Pandey",3081185,2024-06-12
9154373711,"Rita Dubey",323208,2024-03-17
9152206724,"Sunil Bansal",4577653,2024-02-24
9160856735,"Kamla Jain",3225917,2024-05-31
9191962637,"Lata Qureshi",3825116,2024-05-07
9124395909,"Sunil Choudhary",4808710,2024-08-25
9124757324,"Suresh Agarwal",1534507,2024-06-04
9155511173,"Ravi Dubey",2787476,2024-04-10
9155724589,"Sunil Bansal",2786373,2024-03-20
9188558257,"Ajay Qureshi",4841982,2024-11-04
9168246747,"Rita Bansal",3290096,2024-11-19
9192875200,"Vijay Choudhary",2911591,2024-01-14
9193294900,"Sunil Bansal",1064189,2024-02-21
9128103267,"Ravi Iyer",1642921,2024-10-11
9196962465,"Rita Bansal",1469442,2024-01-09
9178722127,"Suresh Iyer",848927,2024-09-17
9174067112,"Shyam Lal",4839414,2024-11-23
9187481999,"Kamla Jain",4186167,2024-05-19
9166484558,"Mohan Dubey",3969056,2024-04-17
9160589641,"Ravi Agarwal",3786643,2024-01-03
9196951208,"Gopal Dubey",956679,2024-11-06
9146848044,"Sunil Lal",1584713,2024-12-15
9182409436,"Ramesh Choudhary",3383153,2024-01-18
9125443167,"Ramesh Choudhary",487385,2024-08-19
9133934105,"Ramesh Kapoor",823465,2024-11-17
9132467258,"Lata Lal",1256712,2024-04-15
9124375319,"Anita Mukherjee",3680878,2024-10-12
9125032939,"Vijay Gandhi",3344039,2024-02-06
9177221818,"Uma Jain",3243029,2024-12-25
9188206239,"Sunil Agarwal",4271075,2024-07-14
9132732668,"Sunil Naidu",3655843,2024-10-15
9162076534,"Anita Jain",2390284,2024-11-13
9119921936,"Suresh Jain",745556,2024-07-10
9111877060,"Ravi Naidu",3095889,2024-04-21
9197595233,"Shyam Mukherjee",3514316,2024-05-18
9179318754,"Suresh Choudhary",1722045,2024-06-06
9125565517,"Ravi Iyer",398498,2024-03-11
9158415695,"Ajay Pandey",907021,2024-10-24
9173756769,"Kamla Bansal",2537626,2024-01-06
9159185466,"Gopal Mukherjee",4588264,2024-07-18
9156551246,"Vijay Pandey",2852097,2024-11-01
9157482217,"Gopal Roy",3598199,2024-07-27
9116169750,"Lata Bansal",2220952,2024-10-09
9125074064,"Suresh Naidu",1126371,2024-05-26
9115270579,"Rita Lal",1815961,2024-05-03
9195446162,"Rita Roy",3636131,2024-06-18
9155746387,"Shyam Lal",4954879,2024-01-05
9140693402,"Sita Iyer",1447871,2024-07-17
9138935214,"Anita Hegde",2527214,2024-05-06
9186050514,"Ramesh Roy",2229221,2024-07-06
9134852586,"Anita Kapoor",4728464,2024-08-11
9166209459,"Shyam Kapoor",1386555,2024-05-09
9146712300,"Suresh Bansal",3634353,2024-05-16
9121795881,"Sita Jain",2547983,2024-05-26
9136085747,"Uma Iyer",703406,2024-05-15
9127447188,"Kamla Iyer",4222121,2024-10-05
9142164264,"Rita Lal",2422829,2024-07-26
9162306647,"Kamla Iyer",1725915,2024-04-04
9135834148,"Ravi Qureshi",1955491,2024-04-26
9136711464,"Vijay Dubey",4772926,2024-12-21
9113871963,"Suresh Roy",1253397,2024-05-19
9157815626,"Sunil Pandey",1412832,2024-11-02
9143125878,"Sunil Bansal",2350485,2024-04-17
9117382007,"Mohan Gandhi",1205602,2024-05-21
9128429046,"Suresh Gandhi",160152,2024-03-25
9190222215,"Ajay Hegde",4876333,2024-11-06
9132655928,"Gopal Agarwal",1342998,2024-05-26
9174248980,"Rita Choudhary",737796,2024-11-21
9164922312,"Ravi Lal",2683326,2024-05-31
9146085582,"Ramesh Hegde",3905800,2024-09-19
9171035979,"Sita Choudhary",2522824,2024-01-10
9117111226,"Ravi Naidu",985544,2024-09-14
9167770829,"Sunil Bansal",3687713,2024-11-19
9195502006,"Gopal Mukherjee",1623633,2024-08-10
9166395840,"Suresh Naidu",2977410,2024-03-13
9118841133,"Uma Naidu",4387388,2024-11-18
9128031616,"Mohan Gandhi",4747077,2024-12-26
9111522219,"Gopal Mukherjee",4912129,2024-12-14
9129502344,"Anita Dubey",2456220,2024-07-01
9172360546,"Mohan Lal",2790882,2024-01-09
9145712789,"Uma Mukherjee",2590291,2024-05-22
9168875647,"Vijay Qureshi",1913776,2024-01-25
9118070400,"Ajay Jain",4991152,2024-11-09
9172380049,"Ajay Iyer",2260099,2024-05-22
9111963855,"Sita Kapoor",4549417,2024-02-15
9181650797,"Vijay Gandhi",4777296,2024-09-08
9178160319,"Gopal Qureshi",332732,2024-09-25
9136653562,"Sita Dubey",589826,2024-02-07
9164110163,"Anita Pandey",4720720,2024-03-16
9182697932,"Sunil Agarwal",3335969,2024-10-21
9161614044,"Kamla Agarwal",1785810,2024-12-08
9139201809,"Suresh Kapoor",3256892,2024-11-18
9150211709,"Ravi Pandey",1321048,2024-11-05
9163216609,"Ramesh Dubey",541389,2024-12-09
9180344100,"Sita Iyer",3219721,2024-02-17
9127646784,"Mohan Qureshi",4763857,2024-02-08
9116982201,"Sunil Choudhary",1569623,2024-07-24
9185618421,"Ramesh Qureshi",2717273,2024-08-03
9162935788,"Lata Pandey",3044504,2024-01-06
9199619435,"Ravi Agarwal",1203386,2024-12-26
9172262285,"Ravi Gandhi",1518966,2024-08-22
9181258726,"Anita Roy",587979,2024-05-26
9194281468,"Gopal Pandey",4562674,2024-11-20
9170482707,"Sita Pandey",4058458,2024-11-01
9185979805,"Suresh Qureshi",3286574,2024-11-16
9166730810,"Ravi Kapoor",3179119,2024-05-08
9187058403,"Kamla Agarwal",4440331,2024-04-11
9153255902,"Ravi Kapoor",2938493,2024-01-12
9189851878,"Sunil Jain",2222630,2024-04-22
9154718549,"Ramesh Lal",4066828,2024-03-06
9187875812,"Suresh Bansal",1311739,2024-05-06
9181545925,"Mohan Gandhi",2894549,2024-09-14
9171555994,"Vijay Mukherjee",4795179,2024-11-16
9121102472,"Ramesh Gandhi",3685215,2024-12-01
9172302655,"Kamla Jain",2976419,2024-01-22
9127366498,"Lata Choudhary",1443605,2024-11-17
9122609175,"Kamla Naidu",693864,2024-10-18
9196897494,"Suresh Pandey",4894434,2024-11-27
9186427322,"Vijay Bansal",2356152,2024-11-17
9147829737,"Suresh Choudhary",2404824,2024-10-07
9158171444,"Uma Choudhary",2243646,2024-07-16
9137762346,"Uma Dubey",4815319,2024-03-09
9148197381,"Shyam Kapoor",1724627,2024-09-03
9111343139,"Mohan Choudhary",1228020,2024-09-02
9198488546,"Uma Dubey",1250680,2024-02-14
9148924333,"Uma Dubey",2157125,2024-05-12
9159313363,"Sunil Pandey",4134515,2024-06-07
9164189459,"Anita Qureshi",3098870,2024-04-21
9111326186,"Sita Pandey",4029153,2024-02-10
9119519207,"Vijay Iyer",692820,2024-06-17
9167387205,"Ramesh Mukherjee",3184404,2024-03-09
9156509321,"Rita Lal",354179,2024-08-02
9171332379,"Shyam Naidu",4147155,2024-02-29
9131170708,"Shyam Jain",2985263,2024-03-24
9158873274,"Mohan Naidu",2613455,2024-06-05
9180463031,"Suresh Qureshi",63464,2024-06-02
9155726610,"Suresh Naidu",4091219,2024-02-15
9112769665,"Lata Mukherjee",1255673,2024-09-19
9121317304,"Ravi Bansal",2005070,2024-03-23
9141224482,"Ajay Iyer",4674801,2024-02-26
9112741215,"Sunil Lal",4981945,2024-11-13
9168436034,"Sunil Bansal",3763689,2024-01-06
9117178526,"Sunil Qureshi",2917382,2024-02-10
9130594668,"Sunil Qureshi",1976934,2024-07-24
9121295493,"Shyam Naidu",2688444,2024-11-08
9136872300,"Vijay Gandhi",2058225,2024-04-04
9116205231,"Anita Mukherjee",381870,2024-03-10
9187019038,"Anita Lal",3227951,2024-03-04
9137877123,"Gopal Pandey",304522,2024-06-26
9120269004,"Suresh Jain",4900549,2024-01-27
9126622173,"Anita Lal",4326932,2024-05-16
9164848035,"Shyam Mukherjee",1327816,2024-06-13
9166916106,"Vijay Kapoor",3133186,2024-01-05
9126870194,"Vijay Iyer",2420980,2024-07-27
9149240729,"Lata Bansal",3062236,2024-12-15
9151344342,"Shyam Roy",2650443,2024-08-25
9143741031,"Suresh Hegde",4772188,2024-09-23
9195128750,"Sita Dubey",4066869,2024-04-23
9132061916,"Gopal Lal",810310,2024-05-23
9183177457,"Rita Jain",2994400,2024-08-23
9111099603,"Sita Pandey",2319818,2024-04-03
9174845545,"Shyam Iyer",3495788,2024-05-06
9153789348,"Anita Dubey",556919,2024-10-19
9160302233,"Anita Qureshi",370043,2024-05-19
9127926928,"Vijay Gandhi",766377,2024-01-26
9167839277,"Ajay Naidu",1588110,2024-07-19
9118441707,"Vijay Gandhi",3534523,2024-01-21
9193485806,"Ravi Naidu",918834,2024-12-11
9178877543,"Gopal Dubey",47374,2024-07-13
9182687930,"Shyam Iyer",2831755,2024-11-24
9157067389,"Ravi Naidu",63397,2024-12-27
9170020484,"Rita Roy",1839265,2024-12-18
9140729758,"Mohan Hegde",632427,2024-03-03
9198634164,"Mohan Hegde",2464969,2024-05-22
9171047637,"Mohan Gandhi",2046481,2024-05-12
9132085267,"Rita Naidu",4062271,2024-09-25
9150225005,"Gopal Kapoor",2736737,2024-09-08
9128921126,"Shyam Lal",621247,2024-02-07
9148862024,"Uma Iyer",1205735,2024-08-06
9170615220,"Rita Gandhi",326716,2024-10-08
9140758809,"Gopal Kapoor",2542175,2024-12-14
9163470351,"Ravi Hegde",2308205,2024-01-04
9118724102,"Gopal Qureshi",4084669,2024-08-15
9164525184,"Uma Dubey",3781911,2024-08-03
9160931299,"Ajay Bansal",3142290,2024-12-13
9143549207,"Lata Naidu",1312957,2024-10-21
9137157219,"Rita Naidu",2828744,2024-03-06
9121493525,"Sunil Agarwal",4925099,2024-01-14
9128471082,"Sita Qureshi",1041667,2024-01-23
9163965361,"Ajay Dubey",4317382,2024-11-08
9191261840,"Suresh Kapoor",4098513,2024-01-02
9132530548,"Lata Hegde",216546,2024-03-09
9110886270,"Gopal Jain",624147,2024-10-21
9123778602,"Ravi Jain",3337884,2024-04-10
9132382424,"Sita Dubey",3896624,2024-10-14
9141041044,"Ravi Kapoor",1780681,2024-03-26
9179633547,"Suresh Lal",3981407,2024-08-02
9189578516,"Shyam Qureshi",1227785,2024-08-14
9178332642,"Anita Roy",395522,2024-09-02
9190449945,"Kamla Roy",4812130,2024-08-12
9129362415,"Kamla Hegde",1925148,2024-07-10
9122346452,"Rita Jain",3940670,2024-08-08
9198549140,"Anita Hegde",2802439,2024-09-09
9180230039,"Suresh Agarwal",3142525,2024-05-25
9161548346,"Sunil Qureshi",4623317,2024-07-09
9145592878,"Shyam Bansal",4034137,2024-11-26
9129242351,"Vijay Gandhi",722174,2024-12-23
9170012136,"Sita Iyer",4396766,2024-02-10
9141694302,"Ajay Gandhi",266822,2024-12-15
9152366029,"Ajay Bansal",2335133,2024-02-12
9186639150,"Lata Bansal",2878315,2024-02-06
9116770906,"Ramesh Jain",161218,2024-10-14
9170702358,"Sita Lal",671750,2024-12-13
9147215627,"Kamla Qureshi",2905616,2024-06-17
9186457196,"Mohan Choudhary",420738,2024-05-14
9137858727,"Shyam Mukherjee",1117201,2024-01-26
9199741553,"Sita Kapoor",329561,2024-08-04
9140203110,"Ajay Naidu",2394939,2024-06-05
9117840765,"Lata Roy",4536630,2024-03-02
9138291473,"Suresh Hegde",3617131,2024-12-25
9112224270,"Rita Qureshi",1194082,2024-04-01
9124978211,"Vijay Dubey",4352967,2024-03-09
9129182669,"Sita Kapoor",4657718,2024-06-25
9179018745,"Ramesh Gandhi",3055168,2024-03-25
9120060834,"Gopal Qureshi",299981,2024-03-26
9115557037,"Uma Kapoor",4409385,2024-04-02
9185861695,"Rita Kapoor",1326447,2024-02-29
9175909262,"Gopal Lal",3068078,2024-03-06
9118237439,"Shyam Dubey",3953450,2024-04-21
9182331423,"Anita Iyer",15219,2024-12-19
9136758564,"Ravi Choudhary",2897346,2024-04-26
9139419819,"Ramesh Lal",1760759,2024-05-21
9157518155,"Rita Kapoor",1977399,2024-11-27
9150307425,"Ramesh Mukherjee",3982519,2024-04-27
9138649285,"Kamla Roy",2930048,2024-11-05
9175600957,"Gopal Kapoor",4620370,2024-04-21
9157904973,"Lata Iyer",1481990,2024-11-23
9192143400,"Vijay Jain",3941664,2024-10-09
9150194532,"Kamla Jain",4163912,2024-06-22
9162964306,"Sunil Mukherjee",2375163,2024-05-15
9130439718,"Lata Bansal",2947125,2024-10-31
9163223623,"Sunil Iyer",4689753,2024-03-27
9153984082,"Rita Qureshi",3159412,2024-09-17
9136642172,"Sita Jain",4654751,2024-09-13
9196945878,"Suresh Agarwal",3717599,2024-12-26
