from_phone,to_phone,amount,timestamp,type,suspicious_score
9897629905,9135511361,835647,2024-08-16T01:56:00.000Z,CARD,0.24
9828836885,9150381910,76087,2024-10-05T03:11:00.000Z,RTGS,0.78
9820337783,9164426250,177933,2024-09-25T21:22:00.000Z,IMPS,0.49
9859852068,9113169791,938956,2024-03-19T14:51:00.000Z,IMPS,0.69
9829153814,9195191469,293093,2024-01-11T06:57:00.000Z,CARD,0.8
9816348791,9184992654,520678,2024-01-21T06:06:00.000Z,CARD,0.53
9816005448,9171110626,637481,2024-08-05T12:31:00.000Z,CARD,0.47
9827500004,9166459286,662951,2024-03-14T02:11:00.000Z,RTGS,0.52
9899752849,9138294141,919370,2024-02-28T16:02:00.000Z,IMPS,0.41
9890499990,9131782183,925078,2024-02-23T04:56:00.000Z,WALLET,0.62
9819612685,9115078264,597607,2024-03-17T15:56:00.000Z,IMPS,0.31
9858758350,9160154050,652376,2024-03-25T16:56:00.000Z,UPI,0.16
9875263118,9110972446,48147,2024-10-28T09:28:00.000Z,UPI,0.29
9846270763,9114472241,78458,2024-02-25T12:06:00.000Z,NEFT,0.96
9895774215,9183624650,867759,2024-06-05T08:23:00.000Z,UPI,0.68
9892786523,9189081903,449308,2024-12-01T17:50:00.000Z,CARD,0.35
9879120745,9175042904,681112,2024-04-01T05:59:00.000Z,CARD,0.66
9826227240,9149776923,239026,2024-01-12T10:36:00.000Z,CARD,0.38
9834834431,9110409810,888958,2024-01-26T20:51:00.000Z,CARD,0.32
9831549132,9120354243,793777,2024-04-06T12:40:00.000Z,CARD,0.76
9867572441,9150422982,711292,2024-06-08T05:26:00.000Z,NEFT,0.97
9860374098,9163585063,169851,2024-11-24T13:12:00.000Z,IMPS,0.98
9838995579,9115202129,552117,2024-09-19T22:17:00.000Z,RTGS,0.37
9830898998,9123677874,221737,2024-06-05T13:20:00.000Z,NEFT,0.91
9858699733,9178011278,830775,2024-12-28T13:37:00.000Z,WALLET,0.57
9842412254,9178548476,723573,2024-03-25T03:50:00.000Z,NEFT,0.92
9811382087,9181970557,169668,2024-07-06T03:48:00.000Z,CARD,0.65
9849627965,9197082573,999755,2024-09-09T05:32:00.000Z,IMPS,0.45
9868348566,9120654740,126195,2024-12-12T00:21:00.000Z,RTGS,0.06
9890102630,9130640133,222897,2024-12-06T01:22:00.000Z,IMPS,0.93
9831209478,9122879044,533967,2024-12-13T02:40:00.000Z,RTGS,0.89
9842245454,9160901612,332047,2024-06-07T19:59:00.000Z,WALLET,0.11
9849933142,9180890093,736487,2024-01-20T23:15:00.000Z,NEFT,0.23
9879563784,9146452235,862686,2024-06-19T18:59:00.000Z,CARD,0.11
9823049234,9195065623,856299,2024-02-14T09:58:00.000Z,RTGS,0.51
9846911609,9127207624,423299,2024-03-08T02:20:00.000Z,CARD,0.39
9879062402,9131654123,385484,2024-01-08T13:15:00.000Z,RTGS,0.18
9848494450,9151918605,22536,2024-11-09T08:16:00.000Z,NEFT,0.45
9849118335,9141308216,16091,2024-09-17T18:36:00.000Z,NEFT,0.17
9843491576,9174185484,159509,2024-10-23T19:57:00.000Z,WALLET,0.94
9894896696,9173784697,374904,2024-01-03T23:45:00.000Z,UPI,0.75
9848024247,9178109638,544431,2024-12-23T18:53:00.000Z,WALLET,0.36
9836642313,9175897923,656739,2024-12-28T14:57:00.000Z,IMPS,0.51
9878866436,9199947790,161067,2024-02-10T01:21:00.000Z,CARD,0.41
9881731231,9114190079,967583,2024-07-09T18:23:00.000Z,UPI,0.68
9879683795,9117267568,903618,2024-11-16T06:26:00.000Z,IMPS,0.51
9899527203,9126836529,873619,2024-02-12T18:41:00.000Z,UPI,0.82
9855949655,9154590053,842365,2024-04-30T22:10:00.000Z,UPI,0.11
9838034580,9174661696,935681,2024-10-05T08:15:00.000Z,NEFT,0.55
9818044874,9133499368,679261,2024-07-07T08:41:00.000Z,CARD,0.52
9875384433,9173080261,160425,2024-10-17T20:08:00.000Z,NEFT,0.45
9859215404,9178678683,736479,2024-09-13T00:22:00.000Z,NEFT,0.69
9816051562,9123304041,33166,2024-02-25T05:39:00.000Z,UPI,0.95
9874362613,9160632701,455371,2024-09-06T03:18:00.000Z,UPI,0.97
9810168044,9163418085,232582,2024-03-09T21:15:00.000Z,RTGS,0.3
9848898067,9159745006,557903,2024-08-21T07:03:00.000Z,IMPS,0.03
9839534835,9117752402,374671,2024-07-06T14:20:00.000Z,WALLET,0.32
9899519761,9130223154,167990,2024-09-13T03:19:00.000Z,CARD,1
9826303182,9128232039,766445,2024-05-28T06:40:00.000Z,RTGS,0.19
9863587405,9191183228,53822,2024-03-27T04:09:00.000Z,UPI,0.16
9878404418,9169199273,623135,2024-08-17T09:05:00.000Z,CARD,0.09
9836965262,9135725271,795784,2024-11-20T23:59:00.000Z,RTGS,0.41
9895729076,9181218017,131874,2024-01-18T21:59:00.000Z,WALLET,0.32
9819730170,9152598309,598668,2024-04-26T17:38:00.000Z,IMPS,0.99
9823055734,9138834793,167087,2024-12-10T16:47:00.000Z,UPI,0.93
9877958883,9188125420,940750,2024-02-15T03:09:00.000Z,RTGS,0.55
9815329389,9162102125,198817,2024-05-02T21:20:00.000Z,RTGS,0.11
9884300357,9122242148,990050,2024-09-18T04:07:00.000Z,NEFT,0.64
9863321289,9157715433,991109,2024-12-04T19:56:00.000Z,RTGS,0.48
9820929979,9168376463,222194,2024-10-08T07:28:00.000Z,CARD,0.64
9879011977,9132396363,96204,2024-01-17T19:31:00.000Z,UPI,0.08
9814568790,9188363566,16645,2024-05-27T05:52:00.000Z,IMPS,0.85
9872814149,9141991427,981523,2024-10-15T18:41:00.000Z,RTGS,0.83
9815917343,9130181144,421814,2024-02-08T07:08:00.000Z,WALLET,0.46
9898984153,9162075636,539321,2024-04-01T01:43:00.000Z,UPI,0.89
9828242559,9125651837,705193,2024-04-28T07:42:00.000Z,UPI,0.82
9833413545,9193496732,95741,2024-02-08T14:02:00.000Z,WALLET,0.92
9878066428,9132321762,171170,2024-02-11T17:27:00.000Z,RTGS,0.24
9869508648,9115283561,536211,2024-01-09T08:27:00.000Z,IMPS,0.31
9853981676,9147547249,269905,2024-07-04T20:16:00.000Z,WALLET,0.08
9860379901,9181353275,228594,2024-07-19T16:23:00.000Z,UPI,0.81
9841029902,9167801981,237343,2024-12-05T09:32:00.000Z,RTGS,0.64
9820414569,9140639376,964840,2024-01-18T23:48:00.000Z,WALLET,0.37
9830547444,9139635418,944481,2024-12-16T02:21:00.000Z,WALLET,0.06
9845018316,9175681203,63993,2024-02-27T15:29:00.000Z,NEFT,0.19
9880888088,9178734988,421190,2024-10-28T00:59:00.000Z,RTGS,0.71
9854709005,9182535751,122714,2024-06-07T18:40:00.000Z,NEFT,0.97
9874025600,9171047494,378658,2024-01-25T15:50:00.000Z,RTGS,0.61
9878073282,9118805641,37984,2024-12-20T00:52:00.000Z,IMPS,0.98
9832010149,9171479389,728890,2024-06-10T04:53:00.000Z,CARD,0.12
9877495048,9147372439,292457,2024-02-21T19:18:00.000Z,CARD,0.35
9819121599,9113662151,496335,2024-12-07T05:16:00.000Z,CARD,0.89
9859550449,9159461628,74703,2024-01-22T09:07:00.000Z,NEFT,1
9851218705,9169551146,925827,2024-04-17T01:26:00.000Z,UPI,0.96
9837898919,9197917610,554020,2024-09-11T01:31:00.000Z,WALLET,0.45
9846128600,9110593080,387781,2024-02-16T22:07:00.000Z,NEFT,0.77
9833331407,9116422437,634135,2024-02-17T03:26:00.000Z,CARD,0.12
9843485058,9124192677,397243,2024-03-18T21:12:00.000Z,NEFT,0.82
9896415592,9140574934,948092,2024-05-26T03:25:00.000Z,UPI,0.91
9850408397,9119955067,326207,2024-08-27T16:52:00.000Z,IMPS,0.79
9826510568,9111783378,829243,2024-02-15T01:42:00.000Z,WALLET,0.32
9896343434,9133250920,825129,2024-07-25T23:28:00.000Z,NEFT,0.96
9886158980,9185235125,983588,2024-02-24T20:42:00.000Z,IMPS,0.49
9852643619,9166455142,397379,2024-09-14T13:37:00.000Z,RTGS,0.28
9872634960,9154875680,427821,2024-06-22T11:44:00.000Z,WALLET,0.11
9849112451,9185205596,992753,2024-07-28T05:09:00.000Z,WALLET,0.91
9825741413,9180866290,801983,2024-09-25T22:11:00.000Z,UPI,0.44
9864201413,9160511493,530521,2024-11-03T08:55:00.000Z,WALLET,0.59
9871866952,9128573632,469359,2024-01-22T05:23:00.000Z,NEFT,0.2
9856082706,9166502128,653015,2024-02-24T12:28:00.000Z,NEFT,0.39
9868874708,9155887062,623158,2024-05-28T14:07:00.000Z,NEFT,0.79
9842668700,9152440732,213215,2024-12-23T10:45:00.000Z,UPI,0.28
9814799880,9116543520,36211,2024-10-03T08:49:00.000Z,UPI,0.79
9835774575,9130537102,768121,2024-12-28T04:41:00.000Z,CARD,0.79
9813915737,9140915919,824190,2024-04-02T12:44:00.000Z,RTGS,0.94
9818953845,9128188508,344409,2024-01-15T19:44:00.000Z,IMPS,0.41
9885877535,9198275471,497233,2024-02-03T07:24:00.000Z,UPI,0.56
9816339750,9126765508,444057,2024-12-23T20:25:00.000Z,NEFT,0.42
9851804170,9155171163,434907,2024-05-08T12:21:00.000Z,RTGS,0.31
9894409216,9127961021,388825,2024-03-25T22:00:00.000Z,IMPS,0.4
9896655670,9144382517,890753,2024-12-28T14:13:00.000Z,RTGS,0.29
9880534545,9110452612,988505,2024-02-10T04:07:00.000Z,NEFT,0.25
9831588421,9123589734,12076,2024-04-06T05:24:00.000Z,WALLET,0.04
9817157986,9188095720,286111,2024-10-03T21:00:00.000Z,NEFT,0.09
9877516919,9184575517,983559,2024-06-05T12:16:00.000Z,IMPS,0.61
9895170929,9156070425,702979,2024-10-05T17:49:00.000Z,RTGS,0.58
9848923158,9122845312,396986,2024-08-20T09:56:00.000Z,IMPS,0.6
9837473251,9119423198,174286,2024-08-31T22:19:00.000Z,WALLET,0.47
9870549292,9129578633,138026,2024-06-14T04:41:00.000Z,NEFT,0.9
9811398384,9123744345,129057,2024-01-18T00:24:00.000Z,UPI,0.84
9845542334,9182135774,435344,2024-04-27T16:46:00.000Z,RTGS,0.47
9870548243,9164350806,365108,2024-09-16T23:04:00.000Z,WALLET,0.76
9814711343,9116356383,879366,2024-12-12T05:42:00.000Z,NEFT,0.39
9851524890,9186651072,161211,2024-07-28T09:49:00.000Z,UPI,0.97
9895615318,9113579901,177256,2024-02-01T00:23:00.000Z,NEFT,0.77
9868818345,9187204197,350378,2024-06-12T11:10:00.000Z,RTGS,0.57
9858787499,9110099940,22182,2024-04-01T10:52:00.000Z,WALLET,0.38
9893198273,9186735053,604300,2024-06-10T12:29:00.000Z,NEFT,0.63
9829213906,9147597617,331631,2024-09-01T08:48:00.000Z,RTGS,0.43
9856592956,9153270303,652157,2024-07-02T23:04:00.000Z,NEFT,0.36
9868250367,9148488600,896497,2024-01-02T00:49:00.000Z,IMPS,0.38
9898622567,9117918026,416865,2024-12-21T09:43:00.000Z,WALLET,0.76
9854792440,9196714103,430570,2024-08-01T18:32:00.000Z,WALLET,0.23
9810700255,9128223218,964152,2024-06-03T06:56:00.000Z,IMPS,0.35
9865028958,9193052307,103785,2024-03-11T21:59:00.000Z,RTGS,0.81
9851304421,9166219692,261466,2024-05-02T20:53:00.000Z,NEFT,0.54
9890209756,9167022280,686783,2024-04-04T23:15:00.000Z,NEFT,0.94
9873340144,9190688848,401209,2024-09-07T21:39:00.000Z,IMPS,0.68
9847642825,9117849718,835174,2024-05-25T14:19:00.000Z,NEFT,0.02
9854706912,9144267699,932733,2024-01-23T12:30:00.000Z,IMPS,0.98
9891550745,9153939673,172445,2024-09-23T04:44:00.000Z,WALLET,0.75
9843567986,9141355181,540312,2024-01-12T05:06:00.000Z,UPI,0.03
9898846145,9188542924,367672,2024-06-17T09:26:00.000Z,IMPS,0.09
9882571324,9190805143,860145,2024-07-24T09:42:00.000Z,IMPS,0.78
9841389387,9113398214,172680,2024-11-09T18:10:00.000Z,IMPS,0.72
9817200773,9187898156,86856,2024-12-15T01:19:00.000Z,CARD,0.99
9822169698,9159983022,904618,2024-05-20T00:07:00.000Z,WALLET,0.14
9867479076,9151229403,637242,2024-11-22T13:45:00.000Z,WALLET,0.18
9892475690,9158322230,118467,2024-10-04T18:44:00.000Z,UPI,0.16
9888642045,9146834096,198859,2024-03-21T17:24:00.000Z,UPI,0.81
9824666114,9179844767,444081,2024-09-15T06:15:00.000Z,NEFT,0.06
9842292821,9167045424,867062,2024-06-05T06:34:00.000Z,RTGS,0.05
9843314846,9187868331,515375,2024-05-24T16:46:00.000Z,RTGS,0.87
9878090274,9177774088,341718,2024-06-06T15:40:00.000Z,UPI,0.62
9827180736,9166515732,19394,2024-08-14T03:47:00.000Z,CARD,0.25
9858325897,9115975809,653527,2024-12-06T16:48:00.000Z,NEFT,0.51
9827012302,9146654830,644117,2024-11-02T11:42:00.000Z,CARD,0.17
9846410221,9183665589,195734,2024-05-20T15:22:00.000Z,WALLET,0.55
9892692673,9132194242,572203,2024-07-22T22:49:00.000Z,RTGS,0.63
9818812538,9175983833,166087,2024-09-22T11:16:00.000Z,WALLET,0.53
9825045541,9180441743,988784,2024-07-21T01:12:00.000Z,RTGS,0.15
9866997704,9198944126,112581,2024-12-14T02:56:00.000Z,RTGS,0.71
9810573115,9119140439,207711,2024-03-15T10:29:00.000Z,UPI,0.56
9830691362,9142826310,97986,2024-01-08T14:04:00.000Z,NEFT,0.74
9898413924,9113017563,55610,2024-12-02T11:57:00.000Z,RTGS,0.5
9843465489,9131811724,845214,2024-08-20T00:15:00.000Z,IMPS,0.44
9887246297,9197286809,643742,2024-01-09T20:23:00.000Z,CARD,0.58
9866279727,9131924859,107789,2024-03-20T14:16:00.000Z,IMPS,0.24
9838753999,9164937895,495970,2024-01-13T07:08:00.000Z,WALLET,0.46
9894851180,9178913548,311117,2024-07-07T19:41:00.000Z,IMPS,0.87
9867879807,9139496425,207324,2024-12-10T06:35:00.000Z,WALLET,0.27
9866088467,9143187803,326427,2024-12-16T11:29:00.000Z,IMPS,0.36
9849226591,9121945132,368201,2024-02-06T21:40:00.000Z,RTGS,0.8
9843672903,9150311046,400541,2024-02-04T12:43:00.000Z,IMPS,0.07
9823172310,9119494968,78885,2024-11-04T00:02:00.000Z,WALLET,0.35
9890407283,9142272788,899816,2024-11-26T02:47:00.000Z,RTGS,0.87
9892445791,9186039730,932203,2024-07-22T03:06:00.000Z,CARD,0.61
9813887598,9192671040,81692,2024-12-09T11:17:00.000Z,WALLET,0.56
9835519008,9138033221,827737,2024-06-09T07:22:00.000Z,WALLET,0.67
9866364751,9186527326,931064,2024-08-09T21:17:00.000Z,CARD,0.38
9884536971,9124202045,39756,2024-04-07T05:28:00.000Z,CARD,0.48
9814323458,9133659596,942951,2024-03-03T23:25:00.000Z,RTGS,0.31
9830423240,9131332759,427222,2024-10-19T12:23:00.000Z,UPI,0.24
9872216837,9122615811,865734,2024-05-08T05:01:00.000Z,IMPS,0.02
9888380590,9115590301,434890,2024-02-18T13:01:00.000Z,RTGS,0.83
9888069026,9143785989,80069,2024-03-26T17:21:00.000Z,UPI,0.62
9869370011,9191012838,607094,2024-02-06T10:27:00.000Z,CARD,0.33
9842923931,9143519086,88591,2024-10-20T21:29:00.000Z,RTGS,0.72
9812341688,9134048857,706046,2024-10-04T06:33:00.000Z,NEFT,0.49
9812582122,9110940602,426514,2024-03-02T09:45:00.000Z,RTGS,0.25
9861598269,9176096007,571239,2024-03-06T10:50:00.000Z,IMPS,0.35
9830482592,9186622061,73618,2024-05-28T15:53:00.000Z,CARD,0.24
9888033636,9120107743,523933,2024-11-23T21:30:00.000Z,NEFT,0.61
9868653098,9140410750,890834,2024-12-04T06:10:00.000Z,WALLET,0.13
9880244019,9135815013,422333,2024-06-12T16:26:00.000Z,UPI,0.87
9888426622,9175807898,550320,2024-11-07T18:37:00.000Z,RTGS,0.28
9882999526,9131463044,535904,2024-09-26T04:31:00.000Z,UPI,0.3
9825908948,9163112748,393557,2024-08-11T08:26:00.000Z,RTGS,0.7
9859601980,9155754159,892155,2024-04-16T11:59:00.000Z,WALLET,0.07
9870912424,9129167253,619206,2024-03-03T11:19:00.000Z,NEFT,0.81
9896497018,9128937157,601419,2024-12-02T13:09:00.000Z,IMPS,0.75
9874020500,9125811057,940603,2024-08-10T03:10:00.000Z,UPI,0.58
9829635729,9135510703,895968,2024-04-27T19:48:00.000Z,NEFT,0.41
9889994016,9177092113,325542,2024-10-26T04:41:00.000Z,CARD,0.04
9851570372,9135241123,474620,2024-05-17T11:28:00.000Z,NEFT,0.84
9833022802,9179548331,360999,2024-01-06T01:28:00.000Z,NEFT,0.41
9830643880,9178552205,432549,2024-05-22T20:52:00.000Z,WALLET,0.42
9862730858,9113697585,234460,2024-11-26T10:22:00.000Z,RTGS,0.09
9859289689,9144953978,638121,2024-02-27T20:57:00.000Z,CARD,0.59
9817395390,9159325985,42867,2024-05-21T03:02:00.000Z,CARD,0.46
9866518191,9163761331,587894,2024-05-27T23:41:00.000Z,UPI,0.98
9887569765,9161344236,676124,2024-09-01T11:34:00.000Z,WALLET,0.9
9884213235,9175762728,2040,2024-05-11T10:56:00.000Z,RTGS,0.9
9850631776,9130160745,802836,2024-02-19T23:31:00.000Z,UPI,0.97
9853349986,9184276904,655596,2024-06-06T08:23:00.000Z,WALLET,0.73
9851260973,9117733890,17898,2024-10-04T19:05:00.000Z,CARD,0.72
9846171103,9113603256,283315,2024-03-09T12:19:00.000Z,IMPS,0.3
9880585977,9185469758,877732,2024-05-05T19:11:00.000Z,WALLET,0.11
9821692999,9177293421,464143,2024-02-15T14:32:00.000Z,WALLET,0.83
9885730591,9192079725,602583,2024-09-26T17:15:00.000Z,WALLET,0.72
9898687058,9175292519,643056,2024-07-22T16:56:00.000Z,NEFT,0.07
9876654234,9147608859,285477,2024-12-16T22:51:00.000Z,IMPS,0.13
9819477042,9192348363,501879,2024-11-04T11:43:00.000Z,UPI,0.58
9840983997,9173147337,46876,2024-07-03T22:31:00.000Z,RTGS,0.58
9839618232,9131163755,217840,2024-12-25T19:45:00.000Z,IMPS,0.45
9886455219,9110654294,489545,2024-02-23T17:38:00.000Z,NEFT,0.3
9850936206,9138557773,507533,2024-11-19T06:59:00.000Z,IMPS,0.59
9879587372,9122511801,766966,2024-08-14T10:16:00.000Z,IMPS,0.45
9828458062,9134025082,568995,2024-01-09T19:02:00.000Z,WALLET,0.07
9876333958,9137449715,295029,2024-06-11T21:26:00.000Z,WALLET,0.15
9888878751,9126129613,764377,2024-04-22T16:19:00.000Z,NEFT,0.76
9820437103,9149156192,287047,2024-08-05T13:52:00.000Z,WALLET,0.65
9862373247,9176880598,254527,2024-10-21T23:49:00.000Z,CARD,0.59
9842695489,9159768241,726712,2024-12-14T19:29:00.000Z,CARD,0.27
9855381615,9154118333,428826,2024-03-05T04:04:00.000Z,IMPS,0.36
9893622510,9190042302,137999,2024-06-14T18:10:00.000Z,NEFT,0.35
9851616619,9170338314,675669,2024-03-09T00:16:00.000Z,NEFT,0.67
9881783843,9192713624,962875,2024-06-04T12:01:00.000Z,WALLET,0.53
9829873280,9184039712,843,2024-10-06T18:43:00.000Z,CARD,0.42
9864974202,9189286678,950085,2024-08-03T01:56:00.000Z,IMPS,0.89
9872472844,9152737744,114469,2024-11-13T22:17:00.000Z,RTGS,0.39
9821532101,9127619189,256041,2024-11-08T14:18:00.000Z,WALLET,0.04
9812764441,9114282983,233082,2024-10-25T20:27:00.000Z,NEFT,0.5
9845178591,9152795754,225080,2024-04-16T01:57:00.000Z,WALLET,0.45
9814874547,9185180265,989436,2024-06-25T02:12:00.000Z,WALLET,0.89
9821035757,9150154981,750778,2024-06-11T10:39:00.000Z,IMPS,0.62
9811758960,9138609286,516332,2024-06-12T19:20:00.000Z,NEFT,0.54
9877167014,9178159915,342835,2024-11-02T18:06:00.000Z,CARD,0.02
9827968996,9198260939,207257,2024-04-20T22:42:00.000Z,IMPS,0.54
9884829373,9154573841,923095,2024-12-03T04:40:00.000Z,UPI,0.51
9863010921,9178603051,851282,2024-05-26T11:39:00.000Z,UPI,0.19
9864343460,9143566139,358704,2024-09-09T11:20:00.000Z,NEFT,0.36
9899151505,9118010081,323754,2024-10-16T22:27:00.000Z,IMPS,0.84
9861097456,9185023570,476010,2024-11-24T05:51:00.000Z,NEFT,0.35
9885089554,9137792521,750894,2024-09-26T04:19:00.000Z,CARD,0.47
9822652331,9167845860,224946,2024-03-01T01:33:00.000Z,IMPS,0.74
9864843508,9173727865,186379,2024-03-13T10:58:00.000Z,WALLET,0.64
9815268374,9124510101,443727,2024-12-15T06:46:00.000Z,RTGS,0.38
9898502470,9184168210,22996,2024-02-10T01:17:00.000Z,CARD,0.9
9860256890,9159078640,624269,2024-03-25T22:50:00.000Z,IMPS,0.65
9817573290,9127618610,746663,2024-01-19T03:43:00.000Z,RTGS,0.1
9850902056,9179223498,561646,2024-01-04T07:00:00.000Z,WALLET,0.81
9893220319,9150802807,740712,2024-01-24T13:25:00.000Z,RTGS,0.05
9876823322,9112262171,992236,2024-09-06T12:13:00.000Z,WALLET,0.27
9816778538,9118971134,919359,2024-11-14T03:27:00.000Z,WALLET,0.27
9867359342,9180086080,868589,2024-04-02T02:08:00.000Z,NEFT,0.36
9833435405,9161956411,682245,2024-01-16T00:40:00.000Z,CARD,0.93
9825206312,9147795980,603524,2024-10-23T23:56:00.000Z,UPI,0.78
9859611955,9152107282,577083,2024-11-28T09:13:00.000Z,RTGS,0.01
9863659652,9199168487,138055,2024-01-04T16:01:00.000Z,WALLET,0.26
9874340767,9196484332,236765,2024-06-07T23:40:00.000Z,IMPS,0.14
9871968372,9126082286,546893,2024-07-17T19:53:00.000Z,IMPS,0.61
9863325656,9122262707,857581,2024-10-24T05:48:00.000Z,RTGS,0.51
9845082912,9129980706,743199,2024-11-16T19:20:00.000Z,CARD,0.19
9873469556,9140775278,892364,2024-11-28T05:05:00.000Z,CARD,0.5
9858461775,9189691422,595757,2024-03-03T09:06:00.000Z,IMPS,0.7
9832847180,9155810643,633589,2024-07-16T16:33:00.000Z,CARD,0.24
9819762477,9187033246,82140,2024-08-06T11:46:00.000Z,CARD,0.74
9893872424,9112727552,189409,2024-04-02T11:05:00.000Z,IMPS,0.89
9810522661,9192934096,575318,2024-03-22T16:36:00.000Z,NEFT,0.22
9859972896,9152543684,753908,2024-11-05T15:11:00.000Z,WALLET,0.26
9812394048,9129765171,343777,2024-08-27T10:15:00.000Z,WALLET,0.71
9854899760,9170434936,138837,2024-01-13T17:22:00.000Z,IMPS,0.86
9835735664,9171820188,116992,2024-01-04T09:24:00.000Z,UPI,0.98
9850706756,9185340422,171560,2024-04-21T05:37:00.000Z,UPI,0.88
9827700774,9167925119,87117,2024-07-06T00:51:00.000Z,UPI,0.96
9835153570,9123977426,822009,2024-07-26T23:04:00.000Z,RTGS,0.17
9872195246,9164696915,306144,2024-01-12T22:07:00.000Z,RTGS,0.01
9831578390,9195080386,728205,2024-03-04T19:30:00.000Z,UPI,0.45
9869337907,9194256351,365375,2024-12-14T18:19:00.000Z,IMPS,0.58
9858613132,9199717272,964723,2024-05-27T00:36:00.000Z,NEFT,0.21
9885471886,9192400422,733564,2024-09-22T01:29:00.000Z,NEFT,0.26
9823733019,9127304897,484077,2024-11-03T12:49:00.000Z,CARD,0.54
9890615257,9190226358,797109,2024-10-02T18:52:00.000Z,IMPS,0.92
9898616778,9163852658,816094,2024-07-23T13:39:00.000Z,RTGS,0.23
9839328227,9192358499,611315,2024-10-18T21:05:00.000Z,UPI,0.92
9823120249,9118827855,513607,2024-12-04T14:03:00.000Z,IMPS,0.35
9820292077,9160554026,964455,2024-01-28T13:52:00.000Z,WALLET,0.39
9863095876,9164910090,239245,2024-03-10T19:35:00.000Z,WALLET,0.48
9885588785,9138166971,622521,2024-06-26T15:39:00.000Z,NEFT,0.08
9889970734,9116164037,419985,2024-02-06T01:34:00.000Z,RTGS,0.41
9841676413,9167280371,497853,2024-10-13T10:01:00.000Z,CARD,0.79
9896891693,9120318180,504912,2024-08-06T10:49:00.000Z,IMPS,0.58
9877508380,9123785647,48146,2024-03-11T05:45:00.000Z,CARD,0.19
9812070394,9184752423,258155,2024-04-13T10:56:00.000Z,WALLET,0.52
9864935563,9115068721,270038,2024-03-14T16:01:00.000Z,CARD,0.2
9864328329,9140543032,237966,2024-09-10T21:37:00.000Z,WALLET,0.43
9862190671,9170338226,566627,2024-07-23T03:19:00.000Z,NEFT,0.06
9881095972,9135107038,758207,2024-06-24T01:48:00.000Z,IMPS,0.11
9884652267,9117998538,528374,2024-10-09T06:16:00.000Z,CARD,0.45
9855752618,9160043459,477475,2024-12-11T12:29:00.000Z,WALLET,0.21
9847960334,9162604812,563087,2024-10-03T23:54:00.000Z,IMPS,0.79
9860237497,9168031200,218547,2024-10-09T20:39:00.000Z,NEFT,0.72
9818842133,9156354366,332867,2024-10-25T15:29:00.000Z,NEFT,0.1
9856409541,9176339988,586864,2024-10-25T11:22:00.000Z,UPI,0.15
9829042505,9157541055,553425,2024-11-11T23:10:00.000Z,RTGS,0.9
9821490244,9125551232,977079,2024-05-08T10:20:00.000Z,UPI,0.69
9879944462,9140485956,188424,2024-03-06T18:00:00.000Z,IMPS,0.71
9880286827,9112245249,483975,2024-06-14T01:00:00.000Z,RTGS,0.05
9898347946,9185143889,305482,2024-11-06T14:47:00.000Z,WALLET,0.29
9888375491,9118489369,914071,2024-04-09T22:21:00.000Z,UPI,0.62
9819581596,9167584175,211144,2024-04-25T03:36:00.000Z,NEFT,0.14
9847553989,9146946003,193831,2024-03-21T14:42:00.000Z,UPI,0.85
9849954761,9181692135,931516,2024-02-04T19:40:00.000Z,RTGS,0.15
9834091094,9131663369,814615,2024-01-17T09:00:00.000Z,RTGS,0.96
9865471685,9147098351,124581,2024-11-17T15:02:00.000Z,IMPS,0.46
9880778118,9195565904,285918,2024-04-12T02:19:00.000Z,NEFT,0.25
9861381475,9198751090,719875,2024-11-13T07:21:00.000Z,RTGS,0.85
9817435343,9191045414,791763,2024-04-03T16:00:00.000Z,NEFT,0.07
9858528948,9120967922,632444,2024-01-19T05:44:00.000Z,NEFT,0.01
9821881761,9128097412,636973,2024-10-07T21:37:00.000Z,WALLET,0.41
9823020950,9165959450,621871,2024-07-31T20:33:00.000Z,RTGS,0.24
9898229198,9135227264,758611,2024-06-19T11:16:00.000Z,WALLET,0.14
9873869363,9163680229,787255,2024-04-14T07:44:00.000Z,CARD,0.24
9827487067,9161398888,40989,2024-03-12T18:53:00.000Z,RTGS,0.44
9831944233,9129346649,552627,2024-11-13T11:59:00.000Z,RTGS,1
9879291154,9136779673,590799,2024-12-20T20:04:00.000Z,RTGS,0.29
9898635583,9159260101,882973,2024-10-16T08:51:00.000Z,RTGS,0.22
9860376564,9138167377,816649,2024-02-08T15:33:00.000Z,NEFT,0.43
9823323449,9184225677,254044,2024-10-16T04:05:00.000Z,WALLET,0.43
9822202344,9135070286,275401,2024-08-03T07:39:00.000Z,RTGS,0.12
9838322172,9116940219,417830,2024-07-06T09:08:00.000Z,CARD,0.38
9822894136,9152748288,116803,2024-02-12T21:59:00.000Z,CARD,0.56
9829429850,9137066320,64561,2024-07-18T11:31:00.000Z,RTGS,0.56
9852400600,9144114035,221157,2024-04-20T22:30:00.000Z,WALLET,0.2
9861876755,9182084436,401130,2024-06-15T11:56:00.000Z,CARD,0.08
9813458662,9195646194,395618,2024-07-10T21:42:00.000Z,IMPS,0.69
9822073994,9119187763,856888,2024-06-02T10:50:00.000Z,NEFT,0.56
9841159228,9189387016,676014,2024-10-15T06:20:00.000Z,NEFT,0.53
9856644766,9175409193,20403,2024-10-26T00:33:00.000Z,CARD,0.76
9834216672,9155207978,447617,2024-08-16T01:46:00.000Z,IMPS,0.54
