"caller_phone","receiver_phone","call_count","total_duration","call_date","first_call_time","last_call_time","avg_call_duration","max_call_duration","min_call_duration","call_pattern","proximity_pattern","matched_suspect_id","matched_victim_id","calls_per_day","time_synchronized_txn","matching_txn_date","matching_txn_amount","prosecution_grade","caller_name","receiver_name","caller_role","receiver_role"
"9875164755","9115590177","14","7014","2025-01-23","20:51:08","10:26:38","501","904","287","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-23","?15,624,222","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000015","9114646403","8","2912","2025-02-13","15:43:22","10:45:41","364","628","247","REGULAR","DISTANT","S015","UNKNOWN","8.0","TRUE","2025-02-13","?4,641,972","C","Vikram Mishra","Unknown","SUSPECT","UNKNOWN"
"9879059269","9110000024","23","16008","2025-01-23","19:51:00","22:06:01","696","926","228","BURST","MEDIUM","UNKNOWN","V024","23.0","TRUE","2025-01-23","?15,624,222","A+","Unknown","Sarah Kumar","UNKNOWN","VICTIM"
"9875479152","9113700047","11","9339","2025-01-21","10:53:03","15:13:48","849","1286","446","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","11.0","TRUE","2025-01-21","?7,486,455","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000018","9117524435","9","6057","2025-01-23","07:59:24","18:26:50","673","880","286","OCCASIONAL","NEAR","S018","UNKNOWN","9.0","TRUE","2025-01-23","?15,624,222","B","Radha Malhotra","Unknown","SUSPECT","UNKNOWN"
"9878433377","9114784075","22","19162","2025-01-28","23:47:38","12:49:46","871","1366","689","REGULAR","DISTANT","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-28","?4,587,146","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872249382","9114136946","7","4732","2025-01-12","18:02:27","14:35:16","676","1115","288","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-12","?9,395,426","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000021","9110000025","24","7392","2025-01-07","10:59:20","07:49:59","308","491","180","PERSISTENT","DISTANT","S021","V025","24.0","TRUE","2025-01-07","?6,469,651","B","Deepak Bhat","Ramesh Singh","SUSPECT","VICTIM"
"9877007679","9112222736","24","11400","2025-02-07","13:11:33","08:50:32","475","772","238","REGULAR","ROAMING","UNKNOWN","UNKNOWN","24.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876862008","9114711087","8","6632","2025-01-26","16:23:18","12:48:39","829","1573","590","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-26","?5,104,198","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000024","9112924714","23","11592","2025-02-02","13:57:41","13:02:43","504","932","389","OCCASIONAL","ROAMING","S024","UNKNOWN","23.0","TRUE","2025-02-02","?8,189,631","B","Kamran Joshi","Unknown","SUSPECT","UNKNOWN"
"9877473923","9115304875","19","16929","2025-01-23","06:58:33","17:32:51","891","1418","399","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-23","?15,624,222","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874229821","9110000026","18","4212","2025-01-11","11:49:34","23:00:40","234","398","160","FREQUENT","MEDIUM","UNKNOWN","V026","18.0","TRUE","2025-01-11","?10,527,499","A+","Unknown","Lakshmi Bhat","UNKNOWN","VICTIM"
"9870000027","9112743602","8","5600","2025-02-01","08:47:43","10:01:29","700","946","228","OCCASIONAL","NEAR","S027","UNKNOWN","8.0","TRUE","2025-02-01","?15,153,244","B","Gaurav Menon","Unknown","SUSPECT","UNKNOWN"
"9875226314","9112181822","20","7660","2025-01-21","19:24:28","18:27:20","383","652","217","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","20.0","TRUE","2025-01-21","?7,486,455","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872060950","9111763646","24","5376","2025-01-27","22:06:18","15:38:05","224","342","159","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-27","?2,408,056","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000030","9118952193","7","4872","2025-01-19","10:47:25","23:18:40","696","1187","526","REGULAR","DISTANT","S030","UNKNOWN","7.0","TRUE","2025-01-19","?1,277,672","C","Disha Saxena","Unknown","SUSPECT","UNKNOWN"
"9877260091","9110000027","19","13642","2025-01-14","09:02:00","18:34:35","718","1023","481","FREQUENT","DISTANT","UNKNOWN","V027","19.0","TRUE","2025-01-14","?23,721,045","A","Unknown","Anjali Krishnamurthy","UNKNOWN","VICTIM"
"9876768873","9114552356","15","12165","2025-02-06","10:10:11","13:39:53","811","1110","515","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","15.0","TRUE","2025-02-06","?11,345,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000033","9118738745","22","15664","2025-01-09","15:42:04","14:06:12","712","1332","340","PERSISTENT","ROAMING","S033","UNKNOWN","22.0","TRUE","2025-01-09","?15,246,679","B","Mohammad Reddy","Unknown","SUSPECT","UNKNOWN"
"9874934808","9112678477","11","8624","2025-01-09","12:20:31","20:21:39","784","1285","378","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","11.0","TRUE","2025-01-09","?15,246,679","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876307189","9118185805","7","1078","2025-01-25","13:50:14","19:17:53","154","262","71","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-25","?19,061,823","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000036","9110000028","16","8272","2025-01-24","21:35:06","11:41:38","517","938","191","FREQUENT","DISTANT","S036","V028","16.0","TRUE","2025-01-24","?3,897,410","A","Esha Patel","Ashok Pillai","SUSPECT","VICTIM"
"9874295580","9115416344","25","19775","2025-01-09","08:57:01","22:40:01","791","1393","321","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","25.0","TRUE","2025-01-09","?15,246,679","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871614990","9115372416","19","13338","2025-02-04","10:23:25","13:57:49","702","968","386","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","19.0","TRUE","2025-02-04","?5,872,186","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000039","9117656950","13","8632","2025-01-05","13:54:51","11:48:32","664","926","387","REGULAR","ROAMING","S039","UNKNOWN","13.0","TRUE","2025-01-05","?11,377,912","C","Priya Kumar","Unknown","SUSPECT","UNKNOWN"
"9873452813","9119111841","13","2483","2025-01-19","21:14:04","14:23:14","191","307","132","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-19","?1,277,672","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877511121","9110000029","16","3152","2025-01-07","16:06:45","22:40:53","197","324","115","OCCASIONAL","DISTANT","UNKNOWN","V029","16.0","TRUE","2025-01-07","?6,469,651","B","Unknown","Ekta Krishnamurthy","UNKNOWN","VICTIM"
"9870000042","9117350486","13","9763","2025-01-09","22:16:24","13:33:25","751","1195","406","OCCASIONAL","DISTANT","S042","UNKNOWN","13.0","TRUE","2025-01-09","?15,246,679","C","Pankaj Singh","Unknown","SUSPECT","UNKNOWN"
"9871110690","9119419427","6","3600","2025-01-15","13:04:32","14:13:09","600","910","395","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-15","?2,691,923","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872985251","9114864570","15","7320","2025-01-12","21:43:30","21:13:37","488","640","156","REGULAR","ROAMING","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-12","?9,395,426","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000045","9113260294","22","14828","2025-01-07","10:03:10","14:59:11","674","1118","392","PERSISTENT","ROAMING","S045","UNKNOWN","22.0","TRUE","2025-01-07","?6,469,651","B","Priya Sharma","Unknown","SUSPECT","UNKNOWN"
"9871312392","9110000030","4","1484","2025-02-02","21:55:30","11:14:53","371","659","263","BURST","MEDIUM","UNKNOWN","V030","4.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Priyanka Singh","UNKNOWN","VICTIM"
"9874051509","9119569884","10","3210","2025-01-26","20:38:37","08:14:24","321","438","128","BURST","MEDIUM","UNKNOWN","UNKNOWN","10.0","TRUE","2025-01-26","?5,104,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000048","9118042991","6","4620","2025-01-11","11:30:57","07:56:50","770","1044","484","PERSISTENT","NEAR","S048","UNKNOWN","6.0","TRUE","2025-01-11","?10,527,499","B","Wendy Patel","Unknown","SUSPECT","UNKNOWN"
"9871020136","9118239315","18","10440","2025-01-28","07:44:33","19:14:51","580","875","407","BURST","ROAMING","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-28","?4,587,146","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872639417","9118138527","6","2460","2025-02-04","13:58:54","08:18:38","410","596","124","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","6.0","TRUE","2025-02-04","?5,872,186","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000001","9110000031","5","3410","2025-01-05","18:41:13","16:26:23","682","1060","404","FREQUENT","MEDIUM","S001","V031","5.0","TRUE","2025-01-05","?11,377,912","A","Salim Mishra","Kamala Srivastava","SUSPECT","VICTIM"
"9875383935","9119994347","15","10920","2025-01-28","14:43:25","12:26:35","728","1024","421","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-28","?4,587,146","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879116148","9115257682","11","8151","2025-01-27","18:47:08","09:47:14","741","1007","410","BURST","MEDIUM","UNKNOWN","UNKNOWN","11.0","TRUE","2025-01-27","?2,408,056","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000004","9111873301","7","3836","2025-02-14","06:51:05","10:30:59","548","741","236","PERSISTENT","ROAMING","S004","UNKNOWN","7.0","TRUE","2025-02-14","?4,462,935","C","Pooja Desai","Unknown","SUSPECT","UNKNOWN"
"9877221581","9112342843","21","3948","2025-01-29","18:39:41","22:18:45","188","351","133","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-29","?4,380,165","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879294125","9110000032","2","712","2025-02-07","15:12:02","22:33:44","356","606","170","REGULAR","MEDIUM","UNKNOWN","V032","2.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Sarah Roy","UNKNOWN","VICTIM"
"9870000007","9113641484","4","1728","2025-01-30","17:42:25","18:37:12","432","752","144","PERSISTENT","NEAR","S007","UNKNOWN","4.0","TRUE","2025-01-30","?14,954,546","B","Ramesh Menon","Unknown","SUSPECT","UNKNOWN"
"9872512732","9115773013","25","18050","2025-02-11","17:22:52","14:14:38","722","1341","424","REGULAR","ROAMING","UNKNOWN","UNKNOWN","25.0","TRUE","2025-02-11","?2,760,219","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875380657","9113936596","15","10020","2025-01-11","23:04:32","15:21:07","668","1219","471","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-11","?10,527,499","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000010","9118428425","14","10164","2025-02-04","13:48:21","20:43:29","726","1153","311","PERSISTENT","NEAR","S010","UNKNOWN","14.0","TRUE","2025-02-04","?5,872,186","B","Ajay Bhat","Unknown","SUSPECT","UNKNOWN"
"9877420191","9110000033","23","19964","2025-01-19","16:26:22","22:34:00","868","1278","433","OCCASIONAL","MEDIUM","UNKNOWN","V033","23.0","TRUE","2025-01-19","?1,277,672","A","Unknown","Harish Kumar","UNKNOWN","VICTIM"
"9876737688","9112275551","19","6308","2025-02-04","16:22:13","14:11:47","332","578","138","REGULAR","ROAMING","UNKNOWN","UNKNOWN","19.0","TRUE","2025-02-04","?5,872,186","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000013","9115452763","8","3072","2025-01-17","13:53:39","17:09:49","384","711","244","FREQUENT","NEAR","S013","UNKNOWN","8.0","TRUE","2025-01-17","?7,827,542","A+","Yashpal Shah","Unknown","SUSPECT","UNKNOWN"
"9879265544","9111111126","19","3667","2025-02-04","17:39:20","21:57:56","193","307","152","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","19.0","TRUE","2025-02-04","?5,872,186","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879575399","9115702093","14","5278","2025-02-10","10:03:33","19:30:34","377","579","242","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","14.0","TRUE","2025-02-10","?7,291,953","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000016","9110000034","5","4325","2025-02-07","20:20:44","06:00:43","865","1426","400","REGULAR","ROAMING","S016","V034","5.0","TRUE","2025-02-07","?9,901,809","C","Meena Saxena","Divya Sharma","SUSPECT","VICTIM"
"9875357055","9114139896","19","7961","2025-01-20","14:30:39","16:23:11","419","597","272","BURST","ROAMING","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-20","?11,517,348","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877246319","9117124992","14","6104","2025-02-02","11:36:08","13:52:06","436","712","317","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","14.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000019","9113446851","25","7575","2025-02-04","06:11:26","21:08:57","303","536","136","PERSISTENT","DISTANT","S019","UNKNOWN","25.0","TRUE","2025-02-04","?5,872,186","B","Mohini Kumar","Unknown","SUSPECT","UNKNOWN"
"9871800429","9117684074","5","4285","2025-01-15","07:13:52","14:30:53","857","1496","368","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","5.0","TRUE","2025-01-15","?2,691,923","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877044941","9110000035","13","2210","2025-01-31","09:22:55","12:36:36","170","320","75","PERSISTENT","MEDIUM","UNKNOWN","V035","13.0","TRUE","2025-01-31","?8,168,609","B","Unknown","Akshay Nair","UNKNOWN","VICTIM"
"9870000022","9119563838","17","10319","2025-01-10","18:39:18","20:40:09","607","942","367","REGULAR","DISTANT","S022","UNKNOWN","17.0","TRUE","2025-01-10","?8,404,837","B","Farooq Khan","Unknown","SUSPECT","UNKNOWN"
"9877790959","9112196955","4","1260","2025-01-26","13:20:20","15:45:17","315","460","164","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","4.0","TRUE","2025-01-26","?5,104,198","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877092894","9119739850","16","9168","2025-01-15","11:54:01","10:46:15","573","817","285","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-15","?2,691,923","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000025","9112070258","17","12087","2025-01-08","06:49:25","22:48:05","711","1187","243","FREQUENT","DISTANT","S025","UNKNOWN","17.0","TRUE","2025-01-08","?7,722,464","A","Farooq Verma","Unknown","SUSPECT","UNKNOWN"
"9877540534","9110000036","9","3627","2025-01-23","20:40:08","10:33:53","403","532","192","REGULAR","NEAR","UNKNOWN","V036","9.0","TRUE","2025-01-23","?15,624,222","B","Unknown","Manish Bose","UNKNOWN","VICTIM"
"9876455972","9118988550","16","11248","2025-01-22","23:28:08","23:11:37","703","1180","434","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-22","?3,073,662","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000028","9119782198","22","17688","2025-02-08","15:58:22","21:34:14","804","1193","406","FREQUENT","ROAMING","S028","UNKNOWN","22.0","TRUE","2025-02-08","?13,058,387","A+","Mohini Malhotra","Unknown","SUSPECT","UNKNOWN"
"9873612506","9116093108","2","300","2025-02-07","10:22:18","21:34:00","150","221","102","BURST","ROAMING","UNKNOWN","UNKNOWN","2.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875914425","9114879150","2","1422","2025-01-28","12:26:56","23:27:25","711","1229","442","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","2.0","TRUE","2025-01-28","?4,587,146","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000031","9110000037","10","2310","2025-02-01","13:33:48","14:18:41","231","357","167","PERSISTENT","DISTANT","S031","V037","10.0","TRUE","2025-02-01","?15,153,244","C","Omkar Rao","Ravi Thomas","SUSPECT","VICTIM"
"9874060284","9113292170","11","2893","2025-02-14","20:39:28","14:44:39","263","392","98","BURST","MEDIUM","UNKNOWN","UNKNOWN","11.0","TRUE","2025-02-14","?4,462,935","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879975319","9111371294","7","1778","2025-01-23","14:08:45","20:46:00","254","353","138","REGULAR","NEAR","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-23","?15,624,222","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000034","9118050508","11","7260","2025-01-28","20:44:50","07:21:05","660","963","327","REGULAR","NEAR","S034","UNKNOWN","11.0","TRUE","2025-01-28","?4,587,146","B","Uma Kumar","Unknown","SUSPECT","UNKNOWN"
"9878887754","9114046805","8","3248","2025-01-29","06:07:49","13:24:49","406","707","128","BURST","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-29","?4,380,165","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878731522","9110000038","18","14958","2025-01-18","21:24:43","15:59:20","831","1451","477","REGULAR","NEAR","UNKNOWN","V038","18.0","TRUE","2025-01-18","?9,346,990","A","Unknown","Divya Srivastava","UNKNOWN","VICTIM"
"9870000037","9115249882","17","13651","2025-01-24","12:23:56","07:55:42","803","1157","415","REGULAR","NEAR","S037","UNKNOWN","17.0","TRUE","2025-01-24","?3,897,410","A","Ajay Desai","Unknown","SUSPECT","UNKNOWN"
"9871252794","9113807840","10","7480","2025-01-12","18:50:15","06:02:37","748","1139","257","BURST","MEDIUM","UNKNOWN","UNKNOWN","10.0","TRUE","2025-01-12","?9,395,426","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873645741","9119387252","4","3408","2025-02-13","16:59:48","07:03:22","852","1171","354","REGULAR","NEAR","UNKNOWN","UNKNOWN","4.0","TRUE","2025-02-13","?4,641,972","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000040","9118360481","25","8675","2025-01-06","18:22:46","10:16:57","347","598","201","FREQUENT","ROAMING","S040","UNKNOWN","25.0","TRUE","2025-01-06","?15,243,515","A+","Farooq Desai","Unknown","SUSPECT","UNKNOWN"
"9879222379","9110000039","20","6820","2025-02-08","17:20:46","20:17:55","341","457","128","PERSISTENT","MEDIUM","UNKNOWN","V039","20.0","TRUE","2025-02-08","?13,058,387","A","Unknown","Ashok D'Souza","UNKNOWN","VICTIM"
"9875960564","9115418267","19","9975","2025-02-03","06:49:40","22:24:46","525","877","253","REGULAR","NEAR","UNKNOWN","UNKNOWN","19.0","TRUE","2025-02-03","?3,365,338","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000043","9116380354","25","5350","2025-02-08","18:12:33","21:49:35","214","319","132","REGULAR","DISTANT","S043","UNKNOWN","25.0","TRUE","2025-02-08","?13,058,387","B","Disha Nair","Unknown","SUSPECT","UNKNOWN"
"9872853280","9112614912","18","14832","2025-01-09","07:53:08","11:55:02","824","1311","287","REGULAR","NEAR","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-09","?15,246,679","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877519606","9119219319","18","14184","2025-02-11","14:03:23","13:38:45","788","1464","318","FREQUENT","NEAR","UNKNOWN","UNKNOWN","18.0","TRUE","2025-02-11","?2,760,219","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000046","9110000040","16","12864","2025-01-08","17:35:47","19:52:23","804","1300","536","FREQUENT","DISTANT","S046","V040","16.0","TRUE","2025-01-08","?7,722,464","A","Iris Verma","Balram Joshi","SUSPECT","VICTIM"
"9876098672","9112307538","8","5448","2025-01-11","09:46:14","23:24:12","681","1118","526","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-11","?10,527,499","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877965641","9112770234","22","16280","2025-01-27","20:44:42","19:56:06","740","1206","408","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-27","?2,408,056","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000049","9119957363","21","12663","2025-01-27","16:35:20","17:26:48","603","1004","350","BURST","DISTANT","S049","UNKNOWN","21.0","TRUE","2025-01-27","?2,408,056","A","Priya Yadav","Unknown","SUSPECT","UNKNOWN"
"9874589118","9117292514","19","7790","2025-01-28","20:28:25","06:46:02","410","660","326","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-28","?4,587,146","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876064062","9110000041","11","4147","2025-01-18","16:01:49","14:58:35","377","511","199","PERSISTENT","MEDIUM","UNKNOWN","V041","11.0","TRUE","2025-01-18","?9,346,990","B","Unknown","Soham Pandey","UNKNOWN","VICTIM"
"9870000002","9113322104","10","5250","2025-02-11","13:14:16","15:05:36","525","913","347","BURST","MEDIUM","S002","UNKNOWN","10.0","TRUE","2025-02-11","?2,760,219","B","Iris Tripathi","Unknown","SUSPECT","UNKNOWN"
"9879095563","9113900822","17","14552","2025-02-10","09:38:41","15:02:46","856","1153","280","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","17.0","TRUE","2025-02-10","?7,291,953","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876610127","9116837300","15","8640","2025-01-12","13:47:41","06:40:49","576","854","184","BURST","NEAR","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-12","?9,395,426","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000005","9116483324","18","15552","2025-01-19","10:03:43","18:28:48","864","1238","384","PERSISTENT","NEAR","S005","UNKNOWN","18.0","TRUE","2025-01-19","?1,277,672","A","Yashpal Kumar","Unknown","SUSPECT","UNKNOWN"
"9877615632","9110000042","6","2964","2025-01-10","21:36:47","07:35:25","494","760","255","OCCASIONAL","NEAR","UNKNOWN","V042","6.0","TRUE","2025-01-10","?8,404,837","B","Unknown","Ekta Dutta","UNKNOWN","VICTIM"
"9873187332","9113262755","17","12274","2025-01-17","21:25:41","12:35:39","722","1043","312","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","17.0","TRUE","2025-01-17","?7,827,542","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000008","9116425946","23","16997","2025-01-10","09:42:26","19:23:22","739","1113","463","REGULAR","DISTANT","S008","UNKNOWN","23.0","TRUE","2025-01-10","?8,404,837","B","Jyoti Rao","Unknown","SUSPECT","UNKNOWN"
"9876114011","9113839632","13","10153","2025-02-02","10:28:02","13:12:43","781","1370","567","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","13.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872885284","9111914996","9","7065","2025-01-14","15:00:21","09:19:28","785","1176","525","BURST","NEAR","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-14","?23,721,045","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000011","9110000043","19","13015","2025-01-21","23:30:39","10:44:44","685","1130","432","FREQUENT","ROAMING","S011","V043","19.0","TRUE","2025-01-21","?7,486,455","A","Bharti Khan","Balram Kumar","SUSPECT","VICTIM"
"9871729507","9115285846","7","1477","2025-01-23","12:50:44","14:03:29","211","323","91","FREQUENT","NEAR","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-23","?15,624,222","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877043474","9112810117","2","898","2025-01-29","13:24:32","09:57:20","449","633","247","BURST","NEAR","UNKNOWN","UNKNOWN","2.0","TRUE","2025-01-29","?4,380,165","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000014","9111360516","3","1209","2025-02-07","15:21:31","18:47:10","403","689","192","FREQUENT","DISTANT","S014","UNKNOWN","3.0","TRUE","2025-02-07","?9,901,809","B","Yashpal Gupta","Unknown","SUSPECT","UNKNOWN"
"9876072192","9114962858","18","7776","2025-01-08","14:56:24","06:35:17","432","650","214","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-08","?7,722,464","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873302852","9110000044","25","13525","2025-02-07","13:26:15","10:27:19","541","849","197","PERSISTENT","DISTANT","UNKNOWN","V044","25.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Shalin Menon","UNKNOWN","VICTIM"
"9870000017","9114394202","6","2796","2025-02-07","10:27:58","10:41:59","466","694","269","PERSISTENT","MEDIUM","S017","UNKNOWN","6.0","TRUE","2025-02-07","?9,901,809","B","Pooja Nair","Unknown","SUSPECT","UNKNOWN"
"9872986209","9114089276","12","3588","2025-01-06","16:56:26","19:19:28","299","528","105","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-06","?15,243,515","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874099531","9111439533","21","16401","2025-01-22","13:38:14","13:43:01","781","1337","420","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-22","?3,073,662","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000020","9118864546","24","19560","2025-01-28","11:54:24","21:30:08","815","1170","411","REGULAR","MEDIUM","S020","UNKNOWN","24.0","TRUE","2025-01-28","?4,587,146","A","Arun Patel","Unknown","SUSPECT","UNKNOWN"
"9871251897","9110000045","15","5655","2025-01-17","12:04:11","20:55:39","377","686","280","BURST","DISTANT","UNKNOWN","V045","15.0","TRUE","2025-01-17","?7,827,542","B","Unknown","Manish Desai","UNKNOWN","VICTIM"
"9878173194","9117792537","3","2316","2025-01-29","16:25:39","23:33:41","772","1212","550","FREQUENT","NEAR","UNKNOWN","UNKNOWN","3.0","TRUE","2025-01-29","?4,380,165","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000023","9115122525","18","12600","2025-01-30","07:35:24","22:48:40","700","1032","349","FREQUENT","MEDIUM","S023","UNKNOWN","18.0","TRUE","2025-01-30","?14,954,546","A+","Neha Verma","Unknown","SUSPECT","UNKNOWN"
"9876109570","9115796850","16","5120","2025-02-01","15:39:58","07:44:33","320","575","168","REGULAR","ROAMING","UNKNOWN","UNKNOWN","16.0","TRUE","2025-02-01","?15,153,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879399643","9112898704","7","5243","2025-02-08","10:25:26","16:28:01","749","1238","491","REGULAR","ROAMING","UNKNOWN","UNKNOWN","7.0","TRUE","2025-02-08","?13,058,387","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000026","9110000046","4","1624","2025-01-25","11:45:46","09:05:07","406","548","265","BURST","DISTANT","S026","V046","4.0","TRUE","2025-01-25","?19,061,823","B","Geeta Patel","Ashok Gupta","SUSPECT","VICTIM"
"9879584338","9113682671","14","9982","2025-01-29","07:49:10","16:36:55","713","1298","277","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-29","?4,380,165","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
